instance_count,machine_type,slots,memory,data_size_MB,line_length,lines,gross_runtime
10,c4.2xlarge,80,135340.0,11556,100,120000000,183.0
8,c4.2xlarge,64,117525.0,13482,100,140000000,280.0
12,r4.2xlarge,96,727353.0,15408,100,160000000,112.0
12,c4.2xlarge,96,178961.0,9530,1000,10000000,133.0
4,r4.2xlarge,32,252015.0,15408,100,160000000,228.0
12,r4.2xlarge,96,727454.0,15408,100,160000000,139.0
2,r4.2xlarge,16,106906.0,9630,100,100000000,216.0
10,m4.2xlarge,80,330720.0,9530,1000,10000000,176.0
6,m4.2xlarge,48,178775.0,11556,100,120000000,211.0
10,m4.2xlarge,80,344761.0,11556,100,120000000,180.0
12,r4.2xlarge,96,725092.0,13482,100,140000000,122.0
10,r4.2xlarge,80,607324.0,13482,100,140000000,147.0
2,m4.2xlarge,16,32824.0,19260,100,200000000,718.0
8,r4.2xlarge,64,497534.0,9530,1000,10000000,110.0
6,c4.2xlarge,48,82929.0,9630,100,100000000,188.0
4,m4.2xlarge,32,132942.0,9630,100,100000000,154.0
2,m4.2xlarge,16,33828.0,15408,100,160000000,566.0
4,c4.2xlarge,32,49349.0,9630,100,100000000,379.0
4,c4.2xlarge,32,54800.0,13482,100,140000000,249.0
12,c4.2xlarge,96,189615.0,9630,100,100000000,132.0
4,m4.2xlarge,32,128788.0,9630,100,100000000,223.0
10,r4.2xlarge,80,610564.0,9530,1000,10000000,100.0
6,r4.2xlarge,48,379731.0,15408,100,160000000,150.0
8,c4.2xlarge,64,121372.0,9530,1000,10000000,118.0
12,r4.2xlarge,96,717525.0,9630,100,100000000,109.0
2,c4.2xlarge,16,45619.0,11556,100,120000000,466.0
4,m4.2xlarge,32,121130.0,17334,100,180000000,375.0
12,c4.2xlarge,96,183910.0,9530,1000,10000000,149.0
4,r4.2xlarge,32,260805.0,17334,100,180000000,161.0
12,c4.2xlarge,96,180591.0,9530,1000,10000000,147.0
10,c4.2xlarge,80,141948.0,19260,100,200000000,262.0
6,m4.2xlarge,48,176954.0,13482,100,140000000,176.0
8,m4.2xlarge,64,262108.0,19260,100,200000000,314.0
8,c4.2xlarge,64,123249.0,15408,100,160000000,192.0
10,m4.2xlarge,80,327526.0,17334,100,180000000,231.0
12,r4.2xlarge,96,700053.0,9530,1000,10000000,82.0
12,r4.2xlarge,96,723492.0,9630,100,100000000,102.0
12,r4.2xlarge,96,727675.0,9530,1000,10000000,87.0
8,c4.2xlarge,64,132611.0,11556,100,120000000,182.0
12,r4.2xlarge,96,726470.0,9530,1000,10000000,97.0
10,c4.2xlarge,80,166826.0,11556,100,120000000,167.0
4,c4.2xlarge,32,62400.0,11556,100,120000000,226.0
12,m4.2xlarge,96,399975.0,9530,1000,10000000,113.0
12,c4.2xlarge,96,184134.0,15408,100,160000000,210.0
6,m4.2xlarge,48,195155.0,13482,100,140000000,224.0
6,c4.2xlarge,48,74775.0,9630,100,100000000,156.0
6,r4.2xlarge,48,374388.0,13482,100,140000000,140.0
12,m4.2xlarge,96,410817.0,9530,1000,10000000,125.0
6,r4.2xlarge,48,377316.0,15408,100,160000000,113.0
8,c4.2xlarge,64,120902.0,19260,100,200000000,250.0
10,c4.2xlarge,80,168637.0,11556,100,120000000,172.0
4,c4.2xlarge,32,50347.0,15408,100,160000000,272.0
4,c4.2xlarge,32,45815.0,9530,1000,10000000,174.0
8,m4.2xlarge,64,263775.0,17334,100,180000000,284.0
4,c4.2xlarge,32,64969.0,11556,100,120000000,191.0
8,c4.2xlarge,64,132385.0,9630,100,100000000,119.0
12,c4.2xlarge,96,198246.0,15408,100,160000000,235.0
8,c4.2xlarge,64,103091.0,9530,1000,10000000,133.0
8,m4.2xlarge,64,262109.0,17334,100,180000000,153.0
2,c4.2xlarge,16,47074.0,9530,1000,10000000,347.0
12,r4.2xlarge,96,719018.0,15408,100,160000000,145.0
8,c4.2xlarge,64,129862.0,9630,100,100000000,149.0
2,c4.2xlarge,16,38531.0,17334,100,180000000,323.0
10,c4.2xlarge,80,160975.0,19260,100,200000000,267.0
8,c4.2xlarge,64,104311.0,9630,100,100000000,151.0
6,m4.2xlarge,48,178138.0,15408,100,160000000,261.0
4,m4.2xlarge,32,128090.0,15408,100,160000000,281.0
4,c4.2xlarge,32,41672.0,15408,100,160000000,297.0
12,c4.2xlarge,96,199039.0,9630,100,100000000,135.0
2,c4.2xlarge,16,33531.0,19260,100,200000000,842.0
2,m4.2xlarge,16,35137.0,13482,100,140000000,521.0
10,r4.2xlarge,80,616088.0,17334,100,180000000,114.0
10,r4.2xlarge,80,593188.0,15408,100,160000000,117.0
12,c4.2xlarge,96,190543.0,11556,100,120000000,196.0
2,m4.2xlarge,16,61942.0,17334,100,180000000,726.0
2,r4.2xlarge,16,118950.0,11556,100,120000000,217.0
10,c4.2xlarge,80,159189.0,19260,100,200000000,261.0
12,c4.2xlarge,96,171337.0,15408,100,160000000,233.0
10,r4.2xlarge,80,613888.0,19260,100,200000000,184.0
8,m4.2xlarge,64,261882.0,15408,100,160000000,233.0
8,m4.2xlarge,64,260816.0,17334,100,180000000,253.0
4,m4.2xlarge,32,113931.0,13482,100,140000000,300.0
4,m4.2xlarge,32,113192.0,19260,100,200000000,256.0
2,r4.2xlarge,16,134616.0,15408,100,160000000,348.0
12,m4.2xlarge,96,382277.0,11556,100,120000000,165.0
12,m4.2xlarge,96,381759.0,15408,100,160000000,214.0
4,r4.2xlarge,32,274332.0,9530,1000,10000000,75.0
12,r4.2xlarge,96,703393.0,11556,100,120000000,94.0
10,c4.2xlarge,80,139649.0,15408,100,160000000,223.0
8,c4.2xlarge,64,107591.0,11556,100,120000000,159.0
2,c4.2xlarge,16,58106.0,15408,100,160000000,638.0
10,m4.2xlarge,80,343688.0,13482,100,140000000,219.0
12,r4.2xlarge,96,697700.0,9530,1000,10000000,82.0
2,m4.2xlarge,16,44939.0,11556,100,120000000,400.0
4,r4.2xlarge,32,244163.0,13482,100,140000000,149.0
4,c4.2xlarge,32,39123.0,15408,100,160000000,310.0
2,r4.2xlarge,16,107951.0,15408,100,160000000,197.0
10,c4.2xlarge,80,158007.0,15408,100,160000000,227.0
2,r4.2xlarge,16,112495.0,15408,100,160000000,332.0
12,m4.2xlarge,96,387329.0,13482,100,140000000,153.0
8,c4.2xlarge,64,117878.0,19260,100,200000000,254.0
12,c4.2xlarge,96,171782.0,11556,100,120000000,177.0
2,m4.2xlarge,16,33542.0,13482,100,140000000,510.0
4,m4.2xlarge,32,134887.0,19260,100,200000000,380.0
10,c4.2xlarge,80,142297.0,17334,100,180000000,224.0
10,c4.2xlarge,80,147885.0,15408,100,160000000,194.0
12,m4.2xlarge,96,406679.0,9530,1000,10000000,137.0
2,m4.2xlarge,16,59425.0,19260,100,200000000,844.0
10,r4.2xlarge,80,623839.0,15408,100,160000000,121.0
2,r4.2xlarge,16,106147.0,19260,100,200000000,408.0
4,c4.2xlarge,32,53610.0,9630,100,100000000,158.0
2,c4.2xlarge,16,63926.0,19260,100,200000000,720.0
6,c4.2xlarge,48,67138.0,9630,100,100000000,177.0
10,m4.2xlarge,80,334535.0,15408,100,160000000,210.0
4,m4.2xlarge,32,129874.0,9530,1000,10000000,173.0
8,m4.2xlarge,64,252615.0,17334,100,180000000,173.0
6,c4.2xlarge,48,73899.0,17334,100,180000000,263.0
6,c4.2xlarge,48,86047.0,13482,100,140000000,205.0
2,m4.2xlarge,16,45525.0,11556,100,120000000,462.0
8,c4.2xlarge,64,106336.0,9530,1000,10000000,194.0
4,m4.2xlarge,32,116754.0,15408,100,160000000,327.0
6,r4.2xlarge,48,360288.0,13482,100,140000000,126.0
8,c4.2xlarge,64,120176.0,17334,100,180000000,288.0
10,c4.2xlarge,80,153152.0,19260,100,200000000,264.0
2,m4.2xlarge,16,40932.0,19260,100,200000000,370.0
8,r4.2xlarge,64,498836.0,17334,100,180000000,191.0
10,c4.2xlarge,80,164702.0,9530,1000,10000000,146.0
12,m4.2xlarge,96,389808.0,11556,100,120000000,156.0
10,c4.2xlarge,80,154977.0,17334,100,180000000,204.0
4,m4.2xlarge,32,100637.0,9630,100,100000000,152.0
2,r4.2xlarge,16,126229.0,13482,100,140000000,220.0
10,c4.2xlarge,80,147091.0,9530,1000,10000000,112.0
2,r4.2xlarge,16,101804.0,9630,100,100000000,226.0
4,r4.2xlarge,32,250459.0,9530,1000,10000000,80.0
4,m4.2xlarge,32,108629.0,17334,100,180000000,366.0
2,r4.2xlarge,16,133655.0,9630,100,100000000,194.0
10,m4.2xlarge,80,323163.0,11556,100,120000000,164.0
10,c4.2xlarge,80,145405.0,19260,100,200000000,246.0
8,m4.2xlarge,64,253208.0,15408,100,160000000,193.0
4,m4.2xlarge,32,133436.0,9530,1000,10000000,182.0
10,m4.2xlarge,80,333045.0,9630,100,100000000,140.0
12,r4.2xlarge,96,718700.0,15408,100,160000000,126.0
6,c4.2xlarge,48,90218.0,15408,100,160000000,264.0
12,m4.2xlarge,96,394619.0,9630,100,100000000,115.0
6,r4.2xlarge,48,360446.0,19260,100,200000000,154.0
2,c4.2xlarge,16,52844.0,15408,100,160000000,642.0
2,m4.2xlarge,16,30054.0,13482,100,140000000,545.0
4,m4.2xlarge,32,106950.0,15408,100,160000000,301.0
8,r4.2xlarge,64,498037.0,17334,100,180000000,297.0
12,c4.2xlarge,96,178804.0,11556,100,120000000,213.0
10,c4.2xlarge,80,157673.0,11556,100,120000000,183.0
4,c4.2xlarge,32,43291.0,9630,100,100000000,366.0
4,m4.2xlarge,32,130927.0,9630,100,100000000,153.0
10,c4.2xlarge,80,155242.0,19260,100,200000000,263.0
6,r4.2xlarge,48,360446.0,17334,100,180000000,159.0
8,m4.2xlarge,64,254720.0,13482,100,140000000,206.0
8,r4.2xlarge,64,510934.0,9630,100,100000000,86.0
8,c4.2xlarge,64,114880.0,9630,100,100000000,117.0
8,c4.2xlarge,64,123443.0,9530,1000,10000000,126.0
10,r4.2xlarge,80,593242.0,13482,100,140000000,119.0
12,r4.2xlarge,96,712532.0,11556,100,120000000,96.0
6,c4.2xlarge,48,74199.0,15408,100,160000000,257.0
2,c4.2xlarge,16,35535.0,11556,100,120000000,430.0
10,m4.2xlarge,80,329318.0,9630,100,100000000,130.0
10,m4.2xlarge,80,327903.0,9530,1000,10000000,173.0
2,m4.2xlarge,16,49705.0,9530,1000,10000000,385.0
2,m4.2xlarge,16,56518.0,15408,100,160000000,608.0
8,m4.2xlarge,64,271624.0,13482,100,140000000,194.0
12,c4.2xlarge,96,187760.0,13482,100,140000000,153.0
6,m4.2xlarge,48,181353.0,19260,100,200000000,344.0
8,m4.2xlarge,64,256988.0,19260,100,200000000,222.0
2,c4.2xlarge,16,58398.0,9630,100,100000000,384.0
4,c4.2xlarge,32,60713.0,15408,100,160000000,281.0
10,r4.2xlarge,80,620116.0,9630,100,100000000,98.0
4,r4.2xlarge,32,247199.0,9530,1000,10000000,76.0
4,r4.2xlarge,32,275680.0,17334,100,180000000,184.0
8,m4.2xlarge,64,262821.0,11556,100,120000000,125.0
4,m4.2xlarge,32,103130.0,11556,100,120000000,229.0
2,r4.2xlarge,16,125667.0,15408,100,160000000,210.0
2,m4.2xlarge,16,64637.0,17334,100,180000000,629.0
2,r4.2xlarge,16,114304.0,15408,100,160000000,227.0
2,r4.2xlarge,16,124016.0,19260,100,200000000,414.0
8,m4.2xlarge,64,251698.0,9630,100,100000000,163.0
10,c4.2xlarge,80,142795.0,17334,100,180000000,193.0
12,c4.2xlarge,96,195578.0,9630,100,100000000,166.0
4,c4.2xlarge,32,30083.0,19260,100,200000000,356.0
4,m4.2xlarge,32,129078.0,15408,100,160000000,292.0
4,r4.2xlarge,32,259145.0,9630,100,100000000,118.0
6,r4.2xlarge,48,349332.0,19260,100,200000000,158.0
8,m4.2xlarge,64,244774.0,17334,100,180000000,188.0
2,c4.2xlarge,16,52789.0,9630,100,100000000,375.0
2,r4.2xlarge,16,130865.0,9630,100,100000000,201.0
8,r4.2xlarge,64,496127.0,13482,100,140000000,147.0
10,r4.2xlarge,80,625946.0,9530,1000,10000000,97.0
2,c4.2xlarge,16,33516.0,9630,100,100000000,387.0
10,m4.2xlarge,80,340773.0,11556,100,120000000,171.0
12,m4.2xlarge,96,394924.0,11556,100,120000000,187.0
10,c4.2xlarge,80,138155.0,13482,100,140000000,178.0
6,r4.2xlarge,48,355542.0,9630,100,100000000,74.0
4,c4.2xlarge,32,45900.0,15408,100,160000000,320.0
4,m4.2xlarge,32,128011.0,19260,100,200000000,242.0
12,c4.2xlarge,96,200634.0,9530,1000,10000000,158.0
6,m4.2xlarge,48,175083.0,13482,100,140000000,201.0
4,r4.2xlarge,32,258882.0,9530,1000,10000000,160.0
2,c4.2xlarge,16,52842.0,17334,100,180000000,782.0
6,r4.2xlarge,48,358082.0,11556,100,120000000,130.0
6,r4.2xlarge,48,376502.0,13482,100,140000000,146.0
4,m4.2xlarge,32,109972.0,9630,100,100000000,157.0
12,m4.2xlarge,96,381652.0,9630,100,100000000,134.0
6,c4.2xlarge,48,66527.0,13482,100,140000000,192.0
12,c4.2xlarge,96,194303.0,11556,100,120000000,228.0
2,r4.2xlarge,16,119798.0,19260,100,200000000,390.0
12,m4.2xlarge,96,414222.0,17334,100,180000000,207.0
4,r4.2xlarge,32,273539.0,17334,100,180000000,183.0
4,r4.2xlarge,32,272536.0,19260,100,200000000,231.0
8,c4.2xlarge,64,101674.0,9530,1000,10000000,152.0
10,m4.2xlarge,80,337095.0,13482,100,140000000,224.0
6,r4.2xlarge,48,370517.0,15408,100,160000000,132.0
10,m4.2xlarge,80,333803.0,19260,100,200000000,232.0
12,r4.2xlarge,96,721904.0,11556,100,120000000,103.0
4,c4.2xlarge,32,61685.0,9630,100,100000000,196.0
12,c4.2xlarge,96,192869.0,9530,1000,10000000,176.0
2,m4.2xlarge,16,43073.0,9530,1000,10000000,381.0
10,c4.2xlarge,80,154181.0,19260,100,200000000,258.0
4,c4.2xlarge,32,37295.0,15408,100,160000000,286.0
4,m4.2xlarge,32,120808.0,17334,100,180000000,232.0
10,m4.2xlarge,80,311112.0,9630,100,100000000,169.0
8,m4.2xlarge,64,245901.0,15408,100,160000000,227.0
8,c4.2xlarge,64,111903.0,9530,1000,10000000,125.0
2,r4.2xlarge,16,127916.0,13482,100,140000000,241.0
2,m4.2xlarge,16,55219.0,19260,100,200000000,355.0
12,r4.2xlarge,96,708773.0,19260,100,200000000,132.0
2,m4.2xlarge,16,51781.0,11556,100,120000000,450.0
6,r4.2xlarge,48,347346.0,19260,100,200000000,154.0
12,m4.2xlarge,96,386752.0,9630,100,100000000,128.0
6,c4.2xlarge,48,99565.0,19260,100,200000000,297.0
8,c4.2xlarge,64,110363.0,19260,100,200000000,269.0
10,m4.2xlarge,80,324657.0,17334,100,180000000,248.0
6,c4.2xlarge,48,84352.0,15408,100,160000000,248.0
6,c4.2xlarge,48,75399.0,19260,100,200000000,289.0
2,r4.2xlarge,16,116980.0,11556,100,120000000,240.0
2,c4.2xlarge,16,38414.0,17334,100,180000000,683.0
2,r4.2xlarge,16,101894.0,15408,100,160000000,296.0
4,r4.2xlarge,32,246903.0,9530,1000,10000000,167.0
10,c4.2xlarge,80,153659.0,11556,100,120000000,174.0
6,r4.2xlarge,48,348387.0,9630,100,100000000,105.0
8,m4.2xlarge,64,254751.0,19260,100,200000000,231.0
12,c4.2xlarge,96,181931.0,13482,100,140000000,187.0
6,c4.2xlarge,48,79657.0,13482,100,140000000,206.0
4,r4.2xlarge,32,244089.0,15408,100,160000000,192.0
8,m4.2xlarge,64,272494.0,11556,100,120000000,176.0
4,r4.2xlarge,32,257238.0,9530,1000,10000000,91.0
8,r4.2xlarge,64,515814.0,17334,100,180000000,161.0
8,c4.2xlarge,64,134466.0,9630,100,100000000,113.0
4,m4.2xlarge,32,112262.0,13482,100,140000000,244.0
6,m4.2xlarge,48,187216.0,9630,100,100000000,183.0
10,m4.2xlarge,80,335356.0,9530,1000,10000000,150.0
2,c4.2xlarge,16,44971.0,19260,100,200000000,711.0
4,c4.2xlarge,32,40597.0,19260,100,200000000,385.0
10,r4.2xlarge,80,617390.0,19260,100,200000000,153.0
4,c4.2xlarge,32,61393.0,19260,100,200000000,378.0
8,m4.2xlarge,64,272881.0,17334,100,180000000,152.0
6,c4.2xlarge,48,87099.0,11556,100,120000000,168.0
4,r4.2xlarge,32,253783.0,9530,1000,10000000,186.0
12,m4.2xlarge,96,415207.0,11556,100,120000000,167.0
2,c4.2xlarge,16,52425.0,9630,100,100000000,387.0
12,m4.2xlarge,96,383311.0,9530,1000,10000000,140.0
4,c4.2xlarge,32,32972.0,9530,1000,10000000,374.0
6,r4.2xlarge,48,372220.0,17334,100,180000000,158.0
4,c4.2xlarge,32,32147.0,9530,1000,10000000,165.0
2,c4.2xlarge,16,30276.0,17334,100,180000000,644.0
6,c4.2xlarge,48,78923.0,9630,100,100000000,175.0
12,c4.2xlarge,96,188617.0,9530,1000,10000000,151.0
4,c4.2xlarge,32,45744.0,9530,1000,10000000,163.0
6,r4.2xlarge,48,363051.0,15408,100,160000000,132.0
4,c4.2xlarge,32,50530.0,9630,100,100000000,387.0
4,m4.2xlarge,32,124044.0,11556,100,120000000,245.0
2,c4.2xlarge,16,44849.0,13482,100,140000000,494.0
2,c4.2xlarge,16,42928.0,19260,100,200000000,857.0
10,m4.2xlarge,80,345495.0,17334,100,180000000,256.0
2,m4.2xlarge,16,39158.0,9630,100,100000000,380.0
10,r4.2xlarge,80,618876.0,9530,1000,10000000,80.0
2,m4.2xlarge,16,45136.0,9530,1000,10000000,388.0
6,r4.2xlarge,48,358484.0,11556,100,120000000,119.0
12,c4.2xlarge,96,172641.0,9630,100,100000000,175.0
12,m4.2xlarge,96,411312.0,13482,100,140000000,163.0
2,r4.2xlarge,16,124840.0,15408,100,160000000,216.0
12,r4.2xlarge,96,728596.0,15408,100,160000000,123.0
8,c4.2xlarge,64,116052.0,9630,100,100000000,129.0
6,c4.2xlarge,48,88860.0,11556,100,120000000,178.0
10,m4.2xlarge,80,314974.0,9630,100,100000000,122.0
8,m4.2xlarge,64,254568.0,17334,100,180000000,180.0
6,r4.2xlarge,48,353174.0,9530,1000,10000000,86.0
6,c4.2xlarge,48,66578.0,15408,100,160000000,236.0
6,c4.2xlarge,48,98373.0,17334,100,180000000,295.0
10,m4.2xlarge,80,318378.0,17334,100,180000000,237.0
2,m4.2xlarge,16,35137.0,9630,100,100000000,367.0
6,r4.2xlarge,48,352849.0,11556,100,120000000,128.0
2,m4.2xlarge,16,43269.0,15408,100,160000000,631.0
6,r4.2xlarge,48,365078.0,9630,100,100000000,100.0
10,c4.2xlarge,80,140612.0,11556,100,120000000,178.0
10,r4.2xlarge,80,626303.0,9630,100,100000000,103.0
6,c4.2xlarge,48,99603.0,13482,100,140000000,213.0
2,m4.2xlarge,16,35209.0,9530,1000,10000000,372.0
8,r4.2xlarge,64,500547.0,17334,100,180000000,158.0
12,m4.2xlarge,96,404866.0,9530,1000,10000000,120.0
10,m4.2xlarge,80,341606.0,13482,100,140000000,200.0
4,r4.2xlarge,32,257989.0,11556,100,120000000,133.0
4,c4.2xlarge,32,62188.0,15408,100,160000000,303.0
2,c4.2xlarge,16,41318.0,19260,100,200000000,761.0
4,r4.2xlarge,32,258095.0,15408,100,160000000,226.0
8,c4.2xlarge,64,117702.0,9530,1000,10000000,181.0
8,r4.2xlarge,64,509819.0,13482,100,140000000,140.0
4,c4.2xlarge,32,37090.0,13482,100,140000000,244.0
12,m4.2xlarge,96,402403.0,13482,100,140000000,156.0
10,c4.2xlarge,80,142979.0,15408,100,160000000,229.0
6,r4.2xlarge,48,357842.0,9630,100,100000000,106.0
8,r4.2xlarge,64,520086.0,9530,1000,10000000,88.0
2,c4.2xlarge,16,61555.0,11556,100,120000000,464.0
4,m4.2xlarge,32,128916.0,19260,100,200000000,386.0
4,m4.2xlarge,32,101445.0,9630,100,100000000,165.0
10,r4.2xlarge,80,596808.0,19260,100,200000000,171.0
4,m4.2xlarge,32,109217.0,13482,100,140000000,204.0
8,c4.2xlarge,64,127724.0,13482,100,140000000,219.0
8,m4.2xlarge,64,270166.0,19260,100,200000000,307.0
2,r4.2xlarge,16,120661.0,13482,100,140000000,230.0
6,m4.2xlarge,48,195606.0,17334,100,180000000,300.0
6,m4.2xlarge,48,198728.0,11556,100,120000000,164.0
6,m4.2xlarge,48,172729.0,19260,100,200000000,266.0
12,c4.2xlarge,96,173371.0,15408,100,160000000,231.0
12,c4.2xlarge,96,200898.0,15408,100,160000000,205.0
4,c4.2xlarge,32,31383.0,11556,100,120000000,229.0
12,m4.2xlarge,96,388901.0,17334,100,180000000,211.0
8,c4.2xlarge,64,101626.0,15408,100,160000000,229.0
8,c4.2xlarge,64,100737.0,9630,100,100000000,151.0
8,m4.2xlarge,64,270223.0,9630,100,100000000,184.0
8,m4.2xlarge,64,252204.0,17334,100,180000000,179.0
2,m4.2xlarge,16,35640.0,19260,100,200000000,832.0
4,c4.2xlarge,32,35224.0,13482,100,140000000,231.0
2,r4.2xlarge,16,123229.0,15408,100,160000000,294.0
2,r4.2xlarge,16,134198.0,19260,100,200000000,378.0
10,r4.2xlarge,80,609325.0,13482,100,140000000,149.0
6,c4.2xlarge,48,96728.0,19260,100,200000000,291.0
12,m4.2xlarge,96,398635.0,15408,100,160000000,219.0
10,m4.2xlarge,80,330943.0,17334,100,180000000,257.0
8,m4.2xlarge,64,264418.0,19260,100,200000000,318.0
10,c4.2xlarge,80,163559.0,17334,100,180000000,217.0
4,r4.2xlarge,32,267200.0,9630,100,100000000,190.0
2,c4.2xlarge,16,64768.0,15408,100,160000000,632.0
10,r4.2xlarge,80,617818.0,11556,100,120000000,99.0
12,m4.2xlarge,96,412793.0,9530,1000,10000000,136.0
8,c4.2xlarge,64,107434.0,11556,100,120000000,166.0
10,c4.2xlarge,80,154093.0,9630,100,100000000,143.0
4,r4.2xlarge,32,261611.0,17334,100,180000000,152.0
4,c4.2xlarge,32,58982.0,9530,1000,10000000,187.0
8,c4.2xlarge,64,117126.0,19260,100,200000000,263.0
2,c4.2xlarge,16,57766.0,11556,100,120000000,409.0
12,r4.2xlarge,96,710539.0,11556,100,120000000,76.0
10,m4.2xlarge,80,331382.0,9530,1000,10000000,130.0
12,m4.2xlarge,96,410881.0,9630,100,100000000,135.0
4,r4.2xlarge,32,268612.0,11556,100,120000000,122.0
4,m4.2xlarge,32,123260.0,19260,100,200000000,250.0
6,r4.2xlarge,48,345908.0,9530,1000,10000000,103.0
2,c4.2xlarge,16,36387.0,19260,100,200000000,784.0
8,c4.2xlarge,64,117991.0,19260,100,200000000,253.0
4,m4.2xlarge,32,109132.0,13482,100,140000000,224.0
8,m4.2xlarge,64,242903.0,11556,100,120000000,154.0
4,m4.2xlarge,32,130382.0,9630,100,100000000,185.0
6,c4.2xlarge,48,98197.0,15408,100,160000000,267.0
10,r4.2xlarge,80,602228.0,9530,1000,10000000,118.0
12,m4.2xlarge,96,395323.0,9530,1000,10000000,145.0
2,r4.2xlarge,16,128632.0,13482,100,140000000,304.0
8,c4.2xlarge,64,102385.0,9530,1000,10000000,186.0
2,m4.2xlarge,16,52499.0,9630,100,100000000,370.0
6,m4.2xlarge,48,174869.0,9630,100,100000000,176.0
6,c4.2xlarge,48,75177.0,9630,100,100000000,160.0
8,c4.2xlarge,64,129331.0,9530,1000,10000000,180.0
8,c4.2xlarge,64,102149.0,9530,1000,10000000,207.0
10,c4.2xlarge,80,136561.0,9530,1000,10000000,113.0
12,r4.2xlarge,96,711567.0,15408,100,160000000,117.0
12,r4.2xlarge,96,714163.0,19260,100,200000000,127.0
10,c4.2xlarge,80,165603.0,19260,100,200000000,266.0
12,c4.2xlarge,96,195573.0,11556,100,120000000,174.0
6,r4.2xlarge,48,369541.0,9630,100,100000000,108.0
12,r4.2xlarge,96,702213.0,15408,100,160000000,149.0
4,r4.2xlarge,32,275233.0,13482,100,140000000,115.0
2,r4.2xlarge,16,114631.0,19260,100,200000000,373.0
12,m4.2xlarge,96,402473.0,9530,1000,10000000,125.0
8,m4.2xlarge,64,254173.0,17334,100,180000000,489.0
2,r4.2xlarge,16,101851.0,11556,100,120000000,249.0
2,c4.2xlarge,16,46528.0,9630,100,100000000,369.0
2,c4.2xlarge,16,35313.0,15408,100,160000000,632.0
12,m4.2xlarge,96,382140.0,9630,100,100000000,145.0
8,m4.2xlarge,64,262271.0,15408,100,160000000,171.0
4,c4.2xlarge,32,52112.0,13482,100,140000000,256.0
2,c4.2xlarge,16,33696.0,11556,100,120000000,448.0
2,r4.2xlarge,16,119475.0,13482,100,140000000,198.0
4,r4.2xlarge,32,252768.0,11556,100,120000000,133.0
12,m4.2xlarge,96,394458.0,15408,100,160000000,197.0
4,r4.2xlarge,32,267852.0,11556,100,120000000,146.0
10,m4.2xlarge,80,328010.0,11556,100,120000000,184.0
4,r4.2xlarge,32,271533.0,17334,100,180000000,157.0
6,c4.2xlarge,48,86515.0,19260,100,200000000,273.0
4,r4.2xlarge,32,256998.0,9530,1000,10000000,75.0
12,c4.2xlarge,96,192594.0,9630,100,100000000,167.0
12,r4.2xlarge,96,708759.0,11556,100,120000000,110.0
10,c4.2xlarge,80,139664.0,17334,100,180000000,213.0
