	instance_count	machine_type	slots	memory	data_size_MB	features	observations	iterations	gross_runtime
38	11	m4.2xlarge	44	258037	29593	6	150000000	1	408
39	11	r4.xlarge	88	732000	19713	6	300000000	100	75
40	9	m4.2xlarge	62	350825	21303	6	172364397	41	97
41	4	r4.2xlarge	23	482608	20806	6	150000000	20	158
42	10	r4.2xlarge	86	428184	29043	6	150000000	34	71
43	2	r4.2xlarge	35	109511	18974	6	160094112	9	363
44	12	r4.2xlarge	37	732000	13598	14	150000000	24	223
45	8	m4.2xlarge	51	154589	19007	13	300000000	100	68
46	12	m4.2xlarge	93	125888	19894	6	192879414	76	122
47	12	r4.2xlarge	78	162212	19387	6	150000000	11	5633
48	12	m4.2xlarge	96	301204	20699	6	150000000	47	10915
49	2	m4.2xlarge	57	206117	18603	6	297043645	58	142
50	10	m4.2xlarge	11	296344	18848	9	150000000	33	868
51	2	r4.xlarge	10	732000	20747	6	150000000	29	116
52	11	m4.2xlarge	78	438209	17232	6	174409380	47	804
53	2	m4.2xlarge	70	579365	17982	6	240155560	1	66
54	4	m4.2xlarge	36	335881	19631	6	220575156	51	3591
55	2	m4.2xlarge	25	139134	29593	6	177851238	11	188
56	7	r4.2xlarge	96	127984	19078	15	257806210	16	304
57	2	m4.2xlarge	54	518414	18500	6	233989595	40	141
58	11	m4.2xlarge	30	529749	19329	6	253121150	67	670
59	12	r4.2xlarge	50	222505	18613	6	161699049	13	246
60	4	m4.2xlarge	37	611984	16787	6	225930835	32	98
61	12	r4.2xlarge	96	582034	21151	6	150000000	100	130
62	12	r4.2xlarge	61	128758	20156	6	150000000	7	550
63	2	r4.xlarge	96	95798	13887	6	150000000	15	104
64	11	m4.2xlarge	41	209339	20072	6	150000000	1	123
65	5	r4.xlarge	75	305105	29593	6	150000000	40	602
66	6	m4.2xlarge	63	525570	19304	6	150000000	32	106
67	12	m4.2xlarge	25	291548	17921	6	150000000	42	292
68	11	m4.2xlarge	82	82232	19226	6	229499222	49	65
69	8	r4.xlarge	86	92955	18636	6	298368694	23	228
70	2	r4.2xlarge	59	629002	19116	6	150000000	19	481
71	11	r4.2xlarge	14	114204	17830	6	170464811	33	4146
72	12	r4.2xlarge	81	655806	12876	6	150000000	8	86
73	2	r4.2xlarge	12	178050	29421	6	150000000	25	5728
74	9	r4.2xlarge	49	231601	21445	6	172291880	59	907
75	5	r4.2xlarge	70	106164	20205	6	150000000	51	212
76	11	m4.2xlarge	14	273669	19499	6	237769439	58	137
77	12	m4.2xlarge	15	63867	18954	6	169094317	1	62
78	10	m4.2xlarge	10	170186	22325	6	160302843	40	297
79	2	m4.2xlarge	81	141013	21651	6	186512410	34	122
80	12	m4.2xlarge	81	298514	19422	6	300000000	28	321
81	10	r4.2xlarge	96	150844	19109	6	150000000	53	66
82	12	r4.2xlarge	96	427599	13784	6	150000000	18	5683
83	12	r4.2xlarge	59	300005	19914	6	150000000	1	95
84	9	m4.2xlarge	86	247998	19265	6	150000000	25	548
85	12	r4.2xlarge	19	603438	20222	6	150000000	32	96
86	8	r4.xlarge	82	360463	20028	6	255066084	65	162
87	10	r4.xlarge	10	328746	21250	6	170952377	67	158
88	12	r4.2xlarge	96	533724	21846	6	150000000	29	255
89	12	r4.2xlarge	44	133061	12857	6	150000000	19	171
90	9	m4.2xlarge	71	327645	19270	6	150000000	27	293
91	6	r4.xlarge	96	128934	20802	6	150000000	73	93
92	12	m4.2xlarge	11	142280	18996	6	174865002	44	462
93	2	r4.xlarge	67	638016	29593	6	150000000	9	71
94	10	m4.2xlarge	22	132623	18628	6	207567730	1	1496
95	10	r4.2xlarge	61	694682	21285	15	173624374	23	6156
96	2	m4.2xlarge	47	89893	18952	6	239410180	35	295
97	7	m4.2xlarge	72	634413	17867	6	150000000	59	96
98	6	r4.2xlarge	60	657897	28851	6	299972671	22	102
99	9	m4.2xlarge	53	339961	12860	6	150000000	9	1566
100	12	m4.2xlarge	73	102032	29593	6	150000000	69	9838
101	8	r4.xlarge	35	434529	21067	6	150000000	36	6316
102	4	r4.2xlarge	90	336321	21417	6	150000000	63	82
103	2	r4.2xlarge	40	367856	19912	9	150000000	60	459
104	3	m4.2xlarge	10	229532	18061	6	150000000	15	1041
105	9	r4.xlarge	36	77983	19785	6	199382267	46	455
106	9	m4.2xlarge	76	567102	17711	6	299867942	36	80
107	10	r4.2xlarge	67	137180	21261	6	150000000	57	108
108	2	r4.xlarge	96	584966	19717	6	225699419	100	519
109	11	m4.2xlarge	82	580565	20340	15	150000000	66	438
110	2	r4.2xlarge	45	166572	19523	6	190004752	1	260
111	4	r4.xlarge	91	323123	20704	6	177622608	1	248
112	7	m4.2xlarge	81	119659	21221	6	158335415	1	227
113	2	m4.2xlarge	33	363779	19648	6	232785706	11	926
114	12	r4.2xlarge	78	290179	12889	15	150000000	57	105
115	7	r4.2xlarge	86	184145	20628	6	158913951	27	74
116	6	r4.2xlarge	86	565785	22143	6	150000000	30	212
117	12	m4.2xlarge	86	642312	19218	11	161191762	35	453
118	10	r4.xlarge	68	87910	21505	6	150000000	33	141
119	10	m4.2xlarge	35	137362	20767	6	257867904	43	127
120	6	m4.2xlarge	96	96390	20392	6	299973060	1	70
121	11	m4.2xlarge	84	89540	19831	6	150000000	1	125
122	7	m4.2xlarge	77	251759	17917	6	150000000	21	9926
123	2	r4.2xlarge	87	652702	28240	6	150000000	17	150
124	11	r4.xlarge	31	80129	21362	6	158883828	18	233
125	8	r4.2xlarge	90	672985	21397	6	150000000	60	823
126	12	r4.2xlarge	14	243741	23133	6	300000000	26	8506
127	2	r4.2xlarge	74	128371	20564	6	150000000	24	817
128	12	m4.2xlarge	8	141904	18951	6	155995108	10	8305
129	9	r4.xlarge	89	367065	19979	8	150000000	1	109
130	2	r4.2xlarge	88	68284	17843	6	157560351	9	100
131	2	r4.2xlarge	48	416938	18743	6	150000000	42	269
132	10	r4.2xlarge	89	63806	20198	12	167186768	36	124
133	7	r4.2xlarge	88	181646	19385	15	181902952	100	7144
134	8	m4.2xlarge	77	296457	29593	15	150000000	100	545
135	10	m4.2xlarge	59	268643	28827	6	294852779	100	900
136	2	r4.xlarge	40	732000	17211	6	299819977	36	223
137	12	r4.2xlarge	12	113893	13579	6	150000000	100	254
138	9	r4.2xlarge	53	73021	19220	6	150000000	48	418
139	2	m4.2xlarge	90	547874	13798	6	150000000	13	3722
140	12	r4.xlarge	20	518816	29593	6	285091638	100	282
141	2	r4.xlarge	80	534244	24111	6	174582244	1	68
142	12	r4.2xlarge	74	610998	20892	6	150000000	1	300
143	9	m4.2xlarge	20	96856	18967	6	150000000	1	65
144	8	r4.xlarge	56	246801	19146	6	169018755	30	135
145	2	r4.2xlarge	70	621013	29593	6	150000000	28	510
146	9	m4.2xlarge	50	613519	18046	6	150000000	59	97
147	12	m4.2xlarge	12	352786	19048	6	150000000	26	602
148	11	m4.2xlarge	40	97954	17798	6	159568376	1	354
149	12	r4.2xlarge	87	402328	22223	6	158186086	100	1044
150	12	r4.2xlarge	18	309032	16518	6	150000000	50	154
151	2	m4.2xlarge	14	443160	29593	6	225521421	35	214
152	2	r4.2xlarge	70	355385	22041	6	299812487	1	113
153	2	r4.2xlarge	36	524575	13795	6	150000000	24	840
154	4	r4.2xlarge	17	356910	20359	6	150000000	100	1100
155	9	r4.2xlarge	63	520504	21318	6	266221267	1	200
156	12	m4.2xlarge	34	342971	19883	6	300000000	17	173
157	2	m4.2xlarge	76	93169	18351	6	150000000	1	259
158	12	r4.2xlarge	54	561296	20658	6	198869484	58	1208
159	12	r4.2xlarge	96	487812	19557	6	150000000	57	846
160	4	r4.xlarge	16	100060	19943	7	150000000	10	64
161	5	r4.2xlarge	83	64575	21032	6	236401397	35	547
162	8	m4.2xlarge	32	577704	18664	6	150000000	71	435
163	8	r4.2xlarge	53	228086	19205	15	201207257	40	117
164	7	r4.2xlarge	37	507485	18078	6	150000000	1	123
165	9	r4.xlarge	96	694488	18276	6	150000000	75	774
166	12	m4.2xlarge	69	732000	28928	6	297021002	42	131
167	10	r4.2xlarge	27	173112	12866	6	150000000	100	208
168	7	m4.2xlarge	57	373648	22600	6	258678927	57	71
169	2	r4.2xlarge	33	712221	20642	6	150000000	39	1299
170	2	r4.2xlarge	80	528800	22072	6	150000000	31	275
171	12	m4.2xlarge	41	687015	14651	6	177276680	29	240
172	5	r4.xlarge	49	455584	20495	6	161930172	1	63
173	12	m4.2xlarge	9	657068	17890	6	150000000	22	177
174	12	r4.2xlarge	41	73448	12872	6	299728760	25	160
175	12	r4.xlarge	83	301488	18276	6	163347451	23	90
176	12	r4.2xlarge	96	587474	29593	6	299615077	18	117
177	10	r4.2xlarge	37	65805	18925	6	263096298	1	284
178	9	m4.2xlarge	48	732000	19445	6	150000000	26	229
179	10	m4.2xlarge	79	233023	20425	11	217652338	1	416
180	10	r4.2xlarge	60	655014	19244	7	150000000	1	287
181	9	r4.xlarge	71	244219	12858	6	170777739	100	86
182	10	r4.2xlarge	85	173877	13675	6	150000000	55	133
183	9	r4.xlarge	24	69544	19322	6	150000000	1	167
184	2	m4.2xlarge	29	79924	17947	6	168190374	46	256
185	12	r4.2xlarge	68	237416	21272	6	164706551	7	1184
186	11	r4.xlarge	96	732000	18831	6	150000000	31	293
187	3	r4.xlarge	96	231407	14678	15	245436372	16	171
188	8	r4.xlarge	86	137904	13646	6	199956896	1	168
189	12	r4.2xlarge	27	590108	17915	6	168852402	100	381
190	2	m4.2xlarge	50	243620	29593	6	150000000	50	60
191	2	r4.xlarge	12	111149	22359	15	150000000	55	314
192	8	r4.xlarge	17	711515	18655	6	150000000	44	121
193	4	r4.2xlarge	71	169277	21068	6	150000000	22	165
194	2	m4.2xlarge	33	73856	20154	14	249384488	17	681
195	10	r4.xlarge	64	199876	20245	6	170884910	13	6221
196	12	r4.xlarge	55	609651	19516	8	177054533	20	114
197	12	r4.2xlarge	90	88313	21433	6	150000000	28	308
198	11	m4.2xlarge	70	425920	18326	6	161670094	100	716
199	11	m4.2xlarge	50	532199	18715	8	159405233	100	419
