	instance_count	machine_type	slots	memory	data_size_MB	features	observations	iterations	gross_runtime
61	5	r4.2xlarge	20	142351	26481	6	298940172	40	557
62	5	r4.2xlarge	30	206859	15832	6	166965478	2	159
63	8	r4.2xlarge	42	275717	24231	6	174660813	10	60
64	4	r4.2xlarge	30	260427	28078	9	298608685	63	670
65	3	r4.2xlarge	18	168616	23390	13	158527821	1	149
66	11	m4.2xlarge	77	554441	17182	6	209365580	17	334
67	7	r4.2xlarge	31	216211	22921	6	292459785	5	101
68	5	r4.2xlarge	43	374858	29518	15	239409112	20	225
69	12	m4.2xlarge	96	731654	28529	15	236548336	28	137
70	10	r4.2xlarge	71	532057	20066	6	266844963	1	78
71	4	r4.2xlarge	23	215875	26668	6	298858796	9	853
72	6	r4.2xlarge	47	483186	29352	15	271128863	24	192
73	8	m4.2xlarge	60	517992	25352	6	277803250	3	83
74	11	r4.2xlarge	83	651444	25359	6	206606342	10	57
75	7	r4.2xlarge	37	294832	19391	6	265685345	1	182
76	6	r4.2xlarge	53	342170	21327	7	174933863	37	204
77	8	r4.2xlarge	38	252278	29589	15	260382233	84	899
78	5	r4.2xlarge	23	234019	24489	6	177783731	71	91
79	11	r4.2xlarge	90	662406	21715	12	151701226	91	220
80	6	r4.2xlarge	45	409873	26543	6	216739015	12	249
81	8	r4.2xlarge	80	608891	14942	6	224365014	10	102
82	12	r4.2xlarge	94	708759	29478	14	282126870	34	65
83	6	r4.xlarge	27	182598	24257	6	291725237	22	92
84	12	r4.2xlarge	86	625339	22703	6	297343461	1	57
85	10	m4.2xlarge	41	299296	19283	6	163732085	6	73
86	10	r4.2xlarge	71	506152	28057	15	150833360	54	68
87	12	r4.2xlarge	93	711096	23837	6	291924987	1	59
88	11	r4.2xlarge	75	601702	25156	6	281521142	66	80
89	7	r4.xlarge	47	291421	27334	6	287498649	31	1066
90	11	r4.2xlarge	92	681244	20818	6	217754699	78	57
91	11	r4.2xlarge	75	517631	28691	6	299180953	81	109
92	3	r4.2xlarge	29	234235	22139	6	294026116	16	760
93	12	r4.2xlarge	94	709870	26227	6	280493299	81	120
94	10	r4.2xlarge	83	673982	24394	6	300000000	38	798
95	12	r4.2xlarge	94	717101	24255	9	224443077	15	56
96	5	r4.2xlarge	39	312022	15629	6	298906332	54	911
97	7	m4.2xlarge	35	222887	16159	6	292195286	21	69
98	12	r4.2xlarge	91	700606	25355	11	167349531	52	56
99	9	m4.2xlarge	87	632737	29055	15	232543118	69	1039
100	11	r4.2xlarge	90	677860	20686	6	211185163	86	102
101	9	r4.2xlarge	57	442787	29412	13	271048369	48	123
102	4	m4.2xlarge	16	139056	13866	6	264781916	6	70
103	7	r4.2xlarge	70	561336	28773	8	293619203	28	539
104	8	m4.2xlarge	49	356001	27859	6	299942375	73	1043
105	4	r4.2xlarge	27	260298	29458	9	298463606	2	1082
106	3	r4.2xlarge	11	99622	28706	6	283363985	1	397
107	6	r4.2xlarge	54	445245	26492	6	299375446	19	870
108	9	r4.2xlarge	78	612900	18303	6	284061890	74	165
109	5	r4.2xlarge	25	193737	27718	6	299339907	37	846
110	7	r4.2xlarge	67	436539	28030	6	269502081	7	218
111	9	r4.2xlarge	71	543128	26884	7	178581726	26	85
112	11	r4.2xlarge	89	645942	14026	6	200993818	29	61
113	7	r4.2xlarge	59	409345	26571	14	158564389	84	148
114	3	r4.2xlarge	12	105290	28703	7	288863817	21	1730
115	8	r4.2xlarge	64	424496	25066	7	253669304	65	143
116	8	r4.2xlarge	31	164179	16786	6	299969933	62	360
117	12	r4.2xlarge	90	707404	19634	6	229911891	24	80
118	11	r4.2xlarge	90	691353	18509	6	245500616	50	109
119	12	r4.2xlarge	92	698439	27540	6	223948123	35	68
120	11	r4.2xlarge	89	630319	19011	6	268912989	82	272
121	10	r4.2xlarge	71	533153	29129	15	150686341	5	75
122	11	r4.xlarge	88	628499	28971	6	293902244	80	313
123	7	r4.2xlarge	77	539448	22514	6	299971702	2	120
124	7	r4.2xlarge	54	436436	18851	6	241154877	67	220
125	4	m4.2xlarge	31	247697	24996	6	292683217	99	2994
126	6	r4.2xlarge	39	333731	28511	15	177440774	62	155
127	5	r4.2xlarge	46	300261	20607	6	292751290	8	1443
128	4	r4.2xlarge	34	341500	19171	6	243253547	84	744
129	4	m4.2xlarge	20	164675	29555	9	299886770	69	1058
130	10	r4.2xlarge	79	620811	23984	6	265079474	21	89
131	9	r4.2xlarge	72	613647	28841	15	167748282	40	395
132	8	r4.2xlarge	52	472146	20847	7	164795909	98	162
133	4	r4.2xlarge	39	317807	19517	6	162835260	12	60
134	10	r4.2xlarge	71	514794	19851	14	150350627	1	56
135	11	m4.2xlarge	64	460660	29404	8	289336327	1	61
136	4	r4.2xlarge	16	112995	20417	6	153461157	39	532
137	11	r4.2xlarge	94	707371	19596	6	213231812	18	60
138	12	r4.2xlarge	96	731888	22602	6	228414963	95	169
139	9	r4.2xlarge	75	587579	29427	14	287562309	19	245
140	10	r4.2xlarge	61	435679	19080	6	232956615	20	65
141	10	m4.2xlarge	74	593977	27700	10	199068425	4	97
142	10	r4.2xlarge	88	649913	22961	6	298549600	96	190
143	10	r4.2xlarge	70	536688	21098	6	244031292	72	327
144	7	r4.2xlarge	53	448008	27682	12	268630150	42	348
145	10	r4.2xlarge	85	641323	27072	6	267596721	38	103
146	6	r4.2xlarge	41	322036	26181	6	251970999	79	97
147	4	r4.2xlarge	25	218485	24127	6	288807139	5	2135
148	9	r4.2xlarge	55	447039	25014	6	286091133	3	112
149	5	m4.2xlarge	23	152484	23080	6	300000000	10	702
150	10	r4.2xlarge	62	460443	21552	6	249243154	53	151
151	6	r4.2xlarge	71	563382	29408	8	298868001	14	359
152	2	m4.2xlarge	14	113939	28371	6	299919700	25	536
153	2	m4.2xlarge	11	69917	18687	6	248764312	1	170
154	12	r4.2xlarge	93	696433	18050	6	174558635	25	162
155	10	m4.2xlarge	69	443331	23432	6	299940193	1	127
156	8	m4.2xlarge	50	269976	25812	6	297531543	8	187
157	12	r4.2xlarge	79	632172	19900	6	156357423	83	57
158	8	r4.2xlarge	76	640677	24631	6	255354334	9	790
159	7	r4.2xlarge	66	543911	28807	11	299488931	20	124
160	10	r4.2xlarge	94	721067	23041	6	283429496	5	75
161	5	r4.2xlarge	23	131314	22683	6	273038665	22	302
162	7	r4.2xlarge	21	162838	26801	6	299762795	2	94
163	9	r4.2xlarge	62	457292	27988	7	284601745	6	298
164	4	r4.2xlarge	16	89648	24918	7	278217575	85	1308
165	11	r4.2xlarge	91	711961	24589	6	299835192	73	335
166	7	m4.2xlarge	23	205956	28228	15	153964182	1	57
167	4	r4.2xlarge	14	85040	29401	12	276602876	1	218
168	5	r4.2xlarge	14	102243	20303	6	298400543	8	310
169	9	r4.2xlarge	71	579971	22682	6	212403137	1	57
170	9	r4.2xlarge	80	638871	25243	6	228487456	10	235
171	12	m4.2xlarge	93	699460	28576	6	293300190	13	75
172	3	r4.2xlarge	15	107296	20339	6	230196159	15	77
173	8	m4.2xlarge	35	302279	15214	6	289765955	2	59
174	6	r4.2xlarge	63	508523	24080	7	168753984	53	269
175	4	r4.2xlarge	45	355476	14622	6	152933202	2	102
176	6	r4.2xlarge	16	145386	29219	11	299923255	2	313
177	2	m4.2xlarge	9	65338	28061	6	298822349	61	1254
178	10	r4.2xlarge	79	594362	15538	6	172857246	7	274
179	4	m4.2xlarge	20	148683	15677	6	182240445	35	452
180	8	r4.2xlarge	80	507465	28260	6	287286076	62	593
181	11	r4.2xlarge	83	621874	26241	6	295725700	74	115
182	11	r4.2xlarge	80	623604	24194	6	222434911	85	186
183	6	r4.2xlarge	19	139478	19944	6	215239471	23	76
184	3	r4.2xlarge	52	358000	21529	6	299588455	6	2399
185	11	r4.2xlarge	66	512719	24416	6	255044794	82	56
186	5	r4.2xlarge	22	164644	17749	6	285547005	27	507
187	12	r4.2xlarge	95	727693	16549	6	150407022	7	56
188	12	r4.2xlarge	92	710630	14912	6	156027548	6	56
189	9	r4.2xlarge	83	590679	23959	6	299302971	15	92
190	3	m4.2xlarge	22	140573	28080	6	298276617	20	1268
191	6	r4.2xlarge	58	381047	17684	6	153505378	4	120
192	3	r4.2xlarge	13	121250	19495	6	297936643	2	1114
193	6	m4.2xlarge	52	461030	24687	6	290459662	3	139
194	3	r4.2xlarge	21	138091	25554	6	299884665	33	324
195	12	r4.2xlarge	94	720180	28835	11	247782760	12	104
196	5	r4.2xlarge	45	339841	21836	6	168603474	50	154
197	9	r4.2xlarge	88	679103	28045	6	287095108	5	115
198	7	r4.2xlarge	54	419390	23112	6	275940038	16	264
199	7	m4.2xlarge	28	145683	24863	11	264221790	1	57
