	instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	p_occurrence	gross_runtime
107	4	m4.2xlarge	95	303568	12779	100	110881543	0.98	106
108	3	m4.2xlarge	25	114224	18640	100	118119389	0.29	114
109	3	m4.2xlarge	19	732000	14803	100	179325197	0.79	158
110	8	c4.2xlarge	88	95686	10100	100	143945465	0.92	113
111	2	c4.2xlarge	16	238706	15369	100	115865741	0.16	86
112	3	r4.2xlarge	24	68795	16696	100	114482030	0.67	143
113	4	m4.2xlarge	48	101655	10100	100	198900796	0.5	82
114	10	r4.2xlarge	16	339617	14580	100	121983942	0.75	105
115	7	m4.2xlarge	85	368628	17938	100	114250896	0.51	103
116	10	m4.2xlarge	31	201621	17091	100	100000000	0.82	58
117	4	r4.2xlarge	75	418097	14984	100	103255218	0.48	95
118	11	m4.2xlarge	95	97631	17591	100	100000000	0.0	343
119	3	r4.2xlarge	47	94281	10901	100	148681896	0.44	46
120	3	r4.2xlarge	16	83282	10100	100	187318723	0.49	148
121	2	m4.2xlarge	69	280412	12415	100	100000000	0.46	44
122	12	c4.2xlarge	16	262432	11907	100	100000000	0.63	40
123	3	c4.2xlarge	96	331569	10963	100	100000000	0.86	40
124	3	m4.2xlarge	42	112773	12631	100	149034922	0.47	51
125	12	m4.2xlarge	26	353188	14726	100	169680183	0.47	69
126	10	m4.2xlarge	23	314862	11698	100	119237217	0.29	102
127	4	c4.2xlarge	40	99777	10882	100	148246437	0.13	122
128	6	c4.2xlarge	63	79449	15511	100	166501900	0.45	59
129	4	m4.2xlarge	23	366706	12540	100	169574879	0.0	174
130	12	m4.2xlarge	62	248900	10100	100	200000000	0.44	80
131	3	m4.2xlarge	16	112670	18851	100	146911129	0.0	84
132	11	m4.2xlarge	16	120133	14954	100	145808130	0.84	40
133	9	c4.2xlarge	65	91772	15282	100	102976373	0.23	89
134	8	m4.2xlarge	16	128029	15046	100	152292697	0.02	40
135	12	m4.2xlarge	73	115094	16527	100	118382532	0.48	55
136	11	c4.2xlarge	16	331317	14610	100	146706698	0.27	127
137	12	c4.2xlarge	60	42439	19965	100	101807257	0.49	88
138	6	m4.2xlarge	16	93583	14733	100	100000000	0.66	115
139	7	r4.2xlarge	96	447657	14604	100	149734996	0.0	110
140	3	m4.2xlarge	16	291062	10188	100	166660410	0.78	132
141	7	m4.2xlarge	47	523712	12640	100	146278918	0.44	46
142	11	c4.2xlarge	67	340915	15412	100	172951150	1.0	107
143	6	c4.2xlarge	72	390211	18631	100	149421965	0.91	104
144	2	m4.2xlarge	27	101046	18330	100	146755271	0.88	40
145	2	r4.2xlarge	86	186356	15280	100	146824114	0.48	141
146	8	c4.2xlarge	34	144029	10100	100	100000000	0.54	51
147	2	c4.2xlarge	73	116547	14429	100	104790865	0.87	100
148	7	c4.2xlarge	56	58170	14620	100	115246124	0.45	126
149	8	c4.2xlarge	71	356539	19170	100	146129716	0.44	76
150	7	r4.2xlarge	34	346440	18701	100	144818309	0.49	286
151	12	m4.2xlarge	30	49718	15466	100	100000000	0.49	126
152	11	c4.2xlarge	59	167990	15015	100	174468054	0.99	77
153	3	r4.2xlarge	62	84890	15070	100	152195592	0.71	97
154	6	m4.2xlarge	96	78091	17433	100	152243138	0.0	40
155	12	c4.2xlarge	73	424527	14824	100	148970081	0.0	80
156	12	m4.2xlarge	74	115146	17640	100	194029315	0.47	147
157	4	r4.2xlarge	81	227460	11807	100	124702904	0.43	122
158	12	c4.2xlarge	71	376443	15042	100	100000000	0.25	173
159	4	c4.2xlarge	22	466608	15080	100	122008738	0.47	170
160	9	m4.2xlarge	70	63583	17894	100	100000000	0.2	66
161	3	c4.2xlarge	74	30000	15203	100	183988623	0.21	102
162	3	r4.2xlarge	93	231021	20200	100	104150796	0.43	40
163	11	m4.2xlarge	79	36696	14974	100	111989797	0.01	106
164	4	c4.2xlarge	96	345376	17228	100	117774732	0.14	115
165	2	c4.2xlarge	77	326041	15466	100	113901257	0.64	95
166	12	m4.2xlarge	93	112688	17202	100	194183585	0.9	116
167	12	r4.2xlarge	45	559030	14927	100	100000000	1.0	87
168	6	c4.2xlarge	92	342443	17686	100	100000000	0.51	215
169	4	c4.2xlarge	70	342205	15241	100	100000000	0.24	40
170	11	m4.2xlarge	16	147274	17482	100	103747460	1.0	81
171	3	m4.2xlarge	71	161231	10100	100	147607410	0.86	40
172	4	r4.2xlarge	75	164926	17871	100	195275846	0.43	127
173	4	m4.2xlarge	16	352791	17127	100	100000000	0.99	98
174	8	c4.2xlarge	79	290378	17697	100	187942187	0.47	66
175	12	c4.2xlarge	22	30000	16869	100	167573264	0.02	40
176	4	c4.2xlarge	31	104373	14795	100	146994869	0.48	40
177	4	c4.2xlarge	74	189967	19416	100	165609892	0.45	108
178	4	m4.2xlarge	56	116357	17355	100	148122892	0.42	107
179	3	m4.2xlarge	90	342216	17560	100	179208070	0.64	75
180	8	m4.2xlarge	88	134909	19746	100	100000000	0.7	92
181	6	m4.2xlarge	75	307740	18175	100	151371573	0.75	96
182	11	c4.2xlarge	58	476047	14556	100	183902192	0.0	101
183	9	m4.2xlarge	16	361435	10100	100	100000000	0.97	62
184	6	m4.2xlarge	16	234607	15514	100	148462859	0.48	91
185	9	c4.2xlarge	77	363659	12918	100	100000000	0.94	62
186	4	r4.2xlarge	59	335995	17109	100	149031516	0.48	162
187	12	r4.2xlarge	16	31580	10100	100	107890680	0.66	141
188	12	c4.2xlarge	35	32506	15067	100	141783340	0.96	40
189	6	r4.2xlarge	79	300033	10100	100	153952035	0.91	170
190	3	m4.2xlarge	16	331066	17366	100	108856068	0.0	244
191	12	r4.2xlarge	31	94690	14264	100	100000000	0.0	70
192	7	c4.2xlarge	72	292162	10100	100	100000000	0.52	40
193	2	m4.2xlarge	28	169957	15579	100	147727006	0.66	85
194	7	r4.2xlarge	84	85154	14524	100	100000000	0.53	356
195	6	m4.2xlarge	16	30000	16757	100	150211899	1.0	40
196	11	c4.2xlarge	16	732000	17108	100	146195814	0.97	40
197	3	c4.2xlarge	71	120018	14997	100	122175634	0.55	86
198	4	r4.2xlarge	16	335069	10100	100	100000000	0.53	40
199	12	r4.2xlarge	79	60466	14678	100	143152776	0.87	95
