	instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	p_occurrence	gross_runtime
129	10	m4.2xlarge	80	312168	15142	100	149823284	0.5	132
130	8	m4.2xlarge	64	258304	12604	100	125210712	0.5	59
131	6	m4.2xlarge	48	190763	15136	100	149951051	0.5	125
132	8	m4.2xlarge	64	250442	15151	100	150007521	0.5	119
133	8	m4.2xlarge	64	256142	17675	100	175084560	0.5	182
134	6	m4.2xlarge	48	187650	15158	100	149997756	0.5	205
135	10	m4.2xlarge	80	379080	17651	100	175215798	0.5	149
136	12	m4.2xlarge	96	381886	15151	100	149987537	0.5	62
137	4	m4.2xlarge	32	124757	15148	100	149964867	0.5	211
138	4	m4.2xlarge	32	129023	15134	100	149957193	0.5	194
139	8	m4.2xlarge	64	256238	15156	100	149910861	0.5	46
140	6	m4.2xlarge	48	187731	15166	100	150019704	0.5	177
141	4	m4.2xlarge	32	122967	15155	100	149928585	0.5	222
142	8	m4.2xlarge	64	256943	15156	100	150057813	0.5	98
143	6	m4.2xlarge	48	190591	15137	100	150018296	0.5	63
144	10	m4.2xlarge	80	310995	15158	100	149859868	0.5	74
145	10	m4.2xlarge	80	255968	12640	100	125107927	0.5	93
146	2	m4.2xlarge	16	63747	15132	100	150006916	0.5	235
147	4	m4.2xlarge	32	129415	12640	100	125066123	0.5	162
148	6	m4.2xlarge	48	188470	15139	100	150140308	0.0	86
149	12	m4.2xlarge	96	387763	15151	100	150029502	0.5	66
150	6	m4.2xlarge	48	191420	12652	100	125165662	0.0	40
151	10	m4.2xlarge	64	322015	20154	100	199862545	0.5	84
152	10	m4.2xlarge	80	319852	20179	100	200000000	0.5	85
153	10	m4.2xlarge	80	321584	20178	100	199806208	1.0	145
154	8	m4.2xlarge	64	252822	20194	100	199844891	0.0	55
155	6	m4.2xlarge	48	193424	15150	100	149793462	0.0	73
156	8	m4.2xlarge	64	191624	15136	100	150100161	0.5	60
157	10	m4.2xlarge	80	318261	17664	100	175064195	0.5	192
158	6	m4.2xlarge	48	193218	15151	100	150046025	0.0	40
159	10	m4.2xlarge	80	317671	17688	100	174870211	0.5	131
160	6	m4.2xlarge	48	185428	10150	100	100300076	0.5	103
161	4	m4.2xlarge	32	132008	12619	100	125258089	0.5	147
162	8	m4.2xlarge	64	254450	12653	100	125202455	1.0	152
163	4	m4.2xlarge	16	68224	10116	100	125267138	0.5	178
164	6	m4.2xlarge	48	193394	10100	100	100260818	0.5	70
165	8	m4.2xlarge	64	253395	15151	100	149963072	0.5	94
166	8	m4.2xlarge	64	254375	17668	100	174835125	0.5	167
167	10	m4.2xlarge	80	318858	15134	100	149984899	1.0	206
168	8	m4.2xlarge	64	257570	17688	100	175132642	0.5	154
169	4	m4.2xlarge	32	122236	17657	100	175004464	0.0	123
170	6	m4.2xlarge	48	191526	17674	100	174863664	0.5	219
171	6	m4.2xlarge	48	196346	12662	100	125076958	0.75	201
172	8	m4.2xlarge	64	251639	10107	100	100070889	0.5	56
173	12	m4.2xlarge	96	386836	15147	100	149954253	0.5	76
174	6	m4.2xlarge	48	193573	20185	100	200000000	0.99	214
175	8	m4.2xlarge	64	251449	15165	100	149975005	1.0	183
176	10	m4.2xlarge	80	258387	10100	100	100117482	0.75	61
177	8	m4.2xlarge	64	256909	10100	100	100198713	0.01	40
178	6	m4.2xlarge	48	194648	15143	100	149991106	1.0	177
179	8	m4.2xlarge	64	254757	15149	100	149977396	0.5	99
180	2	m4.2xlarge	16	63748	15159	100	150208563	0.75	240
181	8	m4.2xlarge	64	254189	15164	100	150016815	0.5	56
182	6	m4.2xlarge	48	189287	12617	100	125082053	0.0	93
183	8	m4.2xlarge	64	250373	20154	100	199777425	0.5	160
184	10	m4.2xlarge	80	321685	15151	100	150191127	0.5	220
185	8	m4.2xlarge	64	257688	12629	100	125054678	0.5	83
186	10	m4.2xlarge	80	323637	15157	100	149999448	0.0	78
187	4	m4.2xlarge	32	120725	15168	100	150114983	0.5	235
188	8	m4.2xlarge	64	259815	15151	100	149976304	0.5	99
189	8	m4.2xlarge	48	192398	15148	100	150011242	0.25	47
190	2	m4.2xlarge	16	67720	20194	100	199868247	1.0	274
191	6	m4.2xlarge	48	125469	15154	100	149892677	0.5	132
192	8	m4.2xlarge	64	252854	15145	100	149892624	0.5	147
193	12	m4.2xlarge	96	387086	15149	100	149995203	0.0	113
194	8	m4.2xlarge	64	253785	15157	100	150003910	0.5	67
195	4	m4.2xlarge	32	122214	15136	100	149857467	0.5	201
196	6	m4.2xlarge	48	190258	15155	100	150178489	0.5	200
197	8	m4.2xlarge	64	193746	15145	100	150062309	0.0	57
198	6	m4.2xlarge	48	186329	12638	100	125065600	0.75	142
199	8	m4.2xlarge	64	261186	12640	100	124823561	0.0	51
