	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
49	4	r4.xlarge	14	384699	243	2395843	21676634	0.0021	841
50	6	r4.xlarge	70	352421	273	2464441	22611175	0.001	710
51	12	r4.2xlarge	24	405928	420	1117263	11171379	0.0004	213
52	6	r4.xlarge	17	531941	268	1117263	23627553	0.0027	454
53	2	r4.2xlarge	16	732000	252	1117263	11171379	0.0007	780
54	9	m4.2xlarge	81	323119	267	1843788	21369015	0.01	357
55	2	r4.2xlarge	83	600941	257	1117263	30000000	0.0004	255
56	8	r4.2xlarge	96	627095	142	1117263	30000000	0.0002	213
57	12	r4.2xlarge	33	383465	415	1117263	21089515	0.0015	305
58	7	m4.2xlarge	77	61727	274	1664485	21814520	0.0026	634
59	9	r4.2xlarge	74	631879	272	1650279	30000000	0.0064	214
60	6	r4.2xlarge	85	515110	305	1803476	19096424	0.0001	196
61	7	r4.2xlarge	17	137758	253	1956721	21389678	0.0001	467
62	10	m4.2xlarge	18	388667	260	1799944	20903711	0.0011	357
63	7	m4.2xlarge	96	457012	252	1714283	20334900	0.0019	371
64	3	m4.2xlarge	79	731612	280	2209316	25319592	0.0007	488
65	10	r4.2xlarge	30	204659	269	1117263	19410527	0.01	444
66	11	r4.xlarge	71	133658	250	1989879	20739370	0.0005	766
67	8	r4.xlarge	43	485351	295	2049049	25234924	0.0029	556
68	4	r4.2xlarge	24	570456	142	1117263	30000000	0.0001	636
69	5	r4.xlarge	14	307940	248	2233034	23517755	0.0027	870
70	5	r4.xlarge	54	534328	251	2018925	22922463	0.0007	870
71	6	m4.2xlarge	68	388695	323	2449831	25613809	0.0007	870
72	4	r4.2xlarge	88	570114	436	1117263	21981412	0.0003	265
73	12	r4.2xlarge	75	465865	153	1117263	30000000	0.0001	325
74	6	r4.2xlarge	96	476561	142	1914421	30000000	0.003	361
75	9	r4.2xlarge	27	386461	283	3000000	11171379	0.0063	351
76	6	r4.2xlarge	84	166056	236	1763498	11171379	0.01	330
77	10	m4.2xlarge	14	382781	307	1831078	23355915	0.002	437
78	4	m4.2xlarge	18	608504	244	1779179	22639565	0.0029	450
79	10	r4.2xlarge	69	500407	142	3000000	20885479	0.0065	321
80	9	r4.2xlarge	67	418948	248	3000000	21371747	0.01	301
81	8	m4.2xlarge	12	603664	251	2187388	22888258	0.0012	431
82	6	r4.xlarge	33	607379	244	1954544	18741272	0.0033	372
83	11	m4.2xlarge	70	464445	267	1855646	21652046	0.0019	478
84	4	m4.2xlarge	16	484994	242	2007858	24476410	0.0023	814
85	9	r4.2xlarge	84	445521	249	1117263	21211558	0.0002	829
86	5	r4.2xlarge	82	210884	142	3000000	22341639	0.01	571
87	4	r4.2xlarge	49	210348	142	1117263	11171379	0.0001	394
88	10	r4.2xlarge	13	659323	142	1758710	30000000	0.0001	844
89	5	r4.2xlarge	79	390907	430	1117263	30000000	0.0001	346
90	10	m4.2xlarge	50	521820	265	2625771	23100207	0.0033	714
91	7	r4.2xlarge	75	529248	238	1755558	30000000	0.0016	614
92	11	r4.2xlarge	81	614450	145	1117263	11171379	0.01	259
93	3	r4.2xlarge	24	584678	142	1117263	18502869	0.005	599
94	10	m4.2xlarge	79	567207	247	2468093	20922143	0.0018	364
95	5	r4.2xlarge	85	526439	374	1117263	19396948	0.0001	328
96	2	r4.2xlarge	85	545160	291	1117263	11171379	0.0007	435
97	8	r4.2xlarge	81	290542	227	3000000	11171379	0.0003	323
98	7	m4.2xlarge	83	434747	242	2015948	24655441	0.0022	416
99	6	r4.xlarge	55	499725	253	2312536	23548687	0.0021	521
100	3	m4.2xlarge	49	327480	276	1117263	21395753	0.0022	354
101	9	r4.xlarge	60	196114	257	1117263	18769029	0.0017	500
102	10	m4.2xlarge	12	306008	301	2056554	20241131	0.0014	260
103	7	r4.2xlarge	78	416975	254	3000000	15491605	0.0041	249
104	9	r4.2xlarge	67	562574	246	1117263	30000000	0.01	489
105	6	m4.2xlarge	15	364832	223	1923267	24314864	0.002	402
106	10	m4.2xlarge	15	606730	270	1771828	24215627	0.0004	362
107	9	r4.xlarge	13	553945	223	2165924	18818541	0.0025	379
108	10	r4.2xlarge	96	631275	255	1117263	30000000	0.0003	239
109	9	m4.2xlarge	96	527702	284	1829650	21411981	0.002	577
110	8	r4.2xlarge	13	143648	254	1117263	16628222	0.0008	592
111	9	m4.2xlarge	21	448290	231	2144542	20241050	0.01	495
112	8	r4.2xlarge	14	535024	142	1117263	11171379	0.0001	716
113	12	r4.2xlarge	70	117391	250	1869010	30000000	0.0019	186
114	2	r4.2xlarge	77	277711	225	2160741	21197273	0.01	416
115	5	r4.2xlarge	89	339491	296	1117263	23149365	0.01	266
116	5	r4.2xlarge	58	631543	268	1639534	30000000	0.01	197
117	9	r4.2xlarge	79	610503	257	3000000	30000000	0.0069	532
118	5	r4.xlarge	76	466493	248	2043529	22010047	0.0019	544
119	8	r4.2xlarge	23	298090	143	1117263	11171379	0.01	192
120	10	r4.2xlarge	96	732000	142	1117263	11171379	0.01	422
121	3	r4.xlarge	37	596633	242	2069160	24462502	0.003	336
122	6	r4.xlarge	47	651876	297	2065969	20917015	0.0022	801
123	12	m4.2xlarge	46	577104	312	3000000	22577478	0.0008	559
124	7	m4.2xlarge	12	503981	239	2173207	22500119	0.0009	870
125	9	m4.2xlarge	35	116260	277	2155765	21147969	0.0018	870
126	7	r4.2xlarge	79	456400	142	2120309	19621326	0.01	681
127	8	m4.2xlarge	96	558331	264	1117263	20504435	0.0003	387
128	9	r4.2xlarge	12	77216	274	1117263	30000000	0.01	784
129	9	r4.2xlarge	28	261185	143	2120855	30000000	0.0004	632
130	12	r4.2xlarge	59	648700	142	1117263	11171379	0.01	149
131	7	m4.2xlarge	79	176832	252	2124142	22198195	0.0018	361
132	3	r4.xlarge	12	707098	245	2122763	20696591	0.0012	716
133	4	r4.xlarge	68	337982	237	2275180	22032117	0.0006	413
134	5	m4.2xlarge	11	711082	266	2100784	24905931	0.0015	867
135	11	r4.xlarge	73	174123	239	1922679	23979900	0.001	541
136	12	r4.2xlarge	82	153894	435	1117263	11171379	0.01	244
137	2	r4.2xlarge	13	619653	142	2058774	30000000	0.01	594
138	5	r4.2xlarge	80	115313	225	1117263	30000000	0.0006	808
139	10	m4.2xlarge	63	457397	269	1585125	19045166	0.0025	235
140	4	m4.2xlarge	75	549455	284	1942727	21782690	0.0012	475
141	11	r4.2xlarge	73	582396	142	1117263	23415876	0.01	447
142	2	r4.2xlarge	33	139241	142	2391469	11171379	0.01	351
143	7	r4.2xlarge	81	453351	144	1117263	30000000	0.0027	332
144	4	r4.xlarge	14	446205	230	1992947	23809106	0.0023	370
145	12	m4.2xlarge	35	636284	264	1586712	21603486	0.0023	480
146	11	r4.2xlarge	78	411045	260	3000000	30000000	0.0014	251
147	4	r4.2xlarge	84	643373	142	1117263	20156293	0.0006	437
148	7	m4.2xlarge	20	216347	258	1798523	20848368	0.001	703
149	2	r4.2xlarge	96	662057	142	1117263	17787138	0.0001	429
150	2	m4.2xlarge	13	281431	248	2172310	20941485	0.0012	838
151	9	r4.2xlarge	76	551879	146	3000000	11171379	0.001	494
152	8	r4.2xlarge	80	607246	142	3000000	11171379	0.0007	415
153	12	r4.xlarge	19	639973	237	1854928	22316656	0.002	859
154	8	r4.xlarge	68	309485	311	2233396	21396086	0.0009	394
155	3	r4.2xlarge	85	732000	248	1117263	17880425	0.01	360
156	2	r4.2xlarge	40	732000	283	2342915	11171379	0.0014	449
157	6	r4.2xlarge	77	468524	248	1117263	20607715	0.0002	396
158	3	r4.2xlarge	96	546787	432	1555464	11171379	0.0029	489
159	2	r4.2xlarge	96	352987	360	1117263	30000000	0.0008	368
160	5	r4.2xlarge	76	732000	331	1117263	19556695	0.0006	515
161	8	r4.2xlarge	79	613734	347	3000000	30000000	0.0009	242
162	8	r4.xlarge	12	455275	279	1926595	22619087	0.0035	300
163	3	m4.2xlarge	31	382653	324	2207203	21713605	0.0011	384
164	9	r4.xlarge	13	369242	250	2105915	21034768	0.0014	870
165	3	r4.xlarge	96	513890	278	1948111	25049137	0.0027	856
166	8	m4.2xlarge	76	644118	272	2104981	23857534	0.0016	334
167	5	r4.2xlarge	76	550591	142	1607675	11171379	0.0016	465
168	8	r4.2xlarge	96	132142	423	3000000	11171379	0.01	342
169	8	r4.2xlarge	83	288533	301	3000000	17864195	0.0003	870
170	11	m4.2xlarge	34	436580	303	2469230	22414071	0.0003	493
171	2	m4.2xlarge	49	647937	335	1620853	23145964	0.0017	307
172	9	r4.2xlarge	29	487058	142	1117263	11171379	0.0001	303
173	10	m4.2xlarge	17	590079	218	2070765	20493607	0.0027	743
174	2	m4.2xlarge	80	505811	223	2063064	18361305	0.0006	490
175	5	r4.2xlarge	81	589436	253	1117263	30000000	0.0004	220
176	11	m4.2xlarge	22	613597	265	2040393	23992988	0.0017	781
177	7	m4.2xlarge	44	445209	282	2267973	21905644	0.0019	847
178	5	m4.2xlarge	66	324983	283	2130472	24122885	0.0006	395
179	7	m4.2xlarge	96	522670	142	1931128	20181754	0.0031	439
180	6	m4.2xlarge	72	640692	238	2328743	20172841	0.0021	870
181	6	r4.2xlarge	14	502434	144	1117263	22181032	0.0012	258
182	8	m4.2xlarge	27	368244	288	1891628	22936825	0.0017	245
183	4	r4.2xlarge	74	537740	259	1954888	30000000	0.01	499
184	9	m4.2xlarge	38	582047	274	1785475	23047824	0.0013	421
185	7	r4.2xlarge	27	649027	435	1117263	30000000	0.0001	326
186	9	r4.2xlarge	96	665502	143	1638375	30000000	0.0001	295
187	9	r4.2xlarge	96	590444	142	3000000	19552391	0.0001	800
188	6	r4.2xlarge	82	353264	142	3000000	22438590	0.0017	523
189	2	r4.xlarge	14	132862	261	1117263	22478082	0.0023	596
190	9	m4.2xlarge	15	179932	248	2472001	24018147	0.0009	455
191	12	r4.2xlarge	43	649088	149	1117263	22967615	0.0001	428
192	10	m4.2xlarge	75	581934	306	3000000	19468012	0.0011	733
193	10	m4.2xlarge	26	145066	262	2467537	21829083	0.0006	484
194	8	r4.2xlarge	73	647944	142	2158205	11171379	0.0006	440
195	11	m4.2xlarge	24	589699	235	2389478	22864408	0.0025	812
196	2	m4.2xlarge	17	425022	280	2214331	21470883	0.0011	277
197	7	r4.xlarge	15	462825	273	2134636	21306892	0.0021	870
198	5	r4.xlarge	13	255009	264	1886679	24333742	0.0026	711
199	4	r4.2xlarge	34	732000	430	1117263	20518079	0.0015	609
