	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
84	12	r4.2xlarge	96	732000	380	2164873	27594793	0.005749867797861131	254
85	7	r4.2xlarge	59	484195	352	1000000	26783817	0.003579383812751554	227
86	7	r4.2xlarge	68	482238	131	1540448	10000000	0.007726904373667966	118
87	12	r4.2xlarge	96	732000	322	1870527	23178695	0.006676029318725011	246
88	10	r4.2xlarge	83	623106	281	2611203	19395274	0.003071431202170318	294
89	5	r4.2xlarge	45	338592	250	1056285	18893723	0.0001	503
90	12	r4.2xlarge	93	701399	283	2453821	20472245	0.006427409068886138	197
91	9	r4.2xlarge	75	555720	201	3000000	13860715	0.0013193725901789045	301
92	5	r4.2xlarge	34	241089	369	2139573	26082221	0.002625872880432421	463
93	12	r4.2xlarge	96	732000	198	2288416	14082457	0.0001	346
94	11	r4.2xlarge	87	620919	377	3000000	24417654	0.0022185632789766775	588
95	12	r4.2xlarge	96	732000	214	1861946	15836309	0.006144640176253968	131
96	6	r4.2xlarge	46	391512	436	2823389	30000000	0.002426884637960332	585
97	7	r4.2xlarge	55	424724	436	1207757	30000000	0.0001	416
98	12	r4.2xlarge	96	732000	195	1359875	14576967	0.003898656720699028	118
99	8	r4.2xlarge	55	470935	131	1273261	10000000	0.0001	357
100	11	r4.2xlarge	91	702638	291	2808920	20230708	0.006326878881755073	304
101	7	r4.2xlarge	57	389625	131	1739211	10000000	0.0001	217
102	6	r4.2xlarge	45	306867	436	1067857	30000000	0.0019514895680927326	429
103	8	r4.2xlarge	57	405668	166	2991137	10694652	0.005853366331764083	314
104	6	r4.2xlarge	48	388616	246	2595833	16952870	0.0001	517
105	4	r4.2xlarge	30	179835	165	1528051	11574333	0.0001	372
106	2	r4.2xlarge	17	71958	267	1265661	19471044	0.002395165527627003	284
107	7	r4.2xlarge	54	389736	296	2993259	19918305	0.0037265579737323982	455
108	10	r4.2xlarge	69	588042	336	2605696	23305177	0.004113528683361067	377
109	4	r4.2xlarge	32	254260	260	2844314	17834670	0.0023385372813039653	402
110	8	r4.2xlarge	61	416281	223	2061963	16436173	0.0048039536953411194	278
111	8	r4.2xlarge	70	489410	212	1647401	15601042	0.005236799301355734	192
112	12	r4.2xlarge	96	728829	436	2461700	30000000	0.009622530753404744	331
113	6	r4.2xlarge	50	381080	153	2363072	11177576	0.008405504197090439	144
114	2	r4.2xlarge	8	61000	221	2306516	15110816	0.0028663133671185978	392
115	7	r4.2xlarge	57	453047	235	2320354	17109698	0.004269174684244915	265
116	6	r4.2xlarge	48	424867	436	2714354	30000000	0.0001	556
117	12	r4.2xlarge	96	732000	289	1448427	20582285	0.0027171912843771983	294
118	12	r4.2xlarge	93	732000	335	2581203	23243066	0.006566738294829107	332
119	12	r4.2xlarge	96	732000	186	2347892	13185212	0.00556511738062185	195
120	10	r4.2xlarge	88	648494	372	2607198	26481282	0.0018718799472452847	481
121	7	r4.2xlarge	66	478853	131	1155251	10000000	0.009630600472120089	118
122	9	r4.2xlarge	79	590121	148	1681690	11189178	0.0001	419
123	11	r4.2xlarge	73	525786	396	2195833	28455312	0.0023704535837750437	425
124	7	r4.2xlarge	55	451953	345	2195039	24363642	0.004190444531707687	359
125	3	r4.2xlarge	23	190541	267	2949590	17772830	0.0001	608
126	5	r4.2xlarge	38	311619	131	1654654	10000000	0.004369106458026366	135
127	6	r4.2xlarge	45	325592	400	1956104	28620473	0.001405934185313889	567
128	5	r4.2xlarge	39	325998	343	3000000	22792188	0.009090958187861754	382
129	3	r4.2xlarge	23	131921	131	2464477	10000000	0.0001	405
130	10	r4.2xlarge	81	603756	290	2362077	20258429	0.0059907429483942	271
131	7	r4.2xlarge	58	440424	131	1394514	10000000	0.0032231667569087843	220
132	7	r4.2xlarge	52	432982	261	2192715	18055899	0.004420345394512896	271
133	7	r4.2xlarge	48	340810	345	1060983	25631399	0.00691181667468734	167
134	10	r4.2xlarge	76	603482	278	1000000	21810721	0.01	118
135	9	r4.2xlarge	79	555165	179	1000000	14368245	0.0001	188
136	2	r4.2xlarge	23	183028	326	1854736	23758850	0.009145865756214943	262
137	12	r4.2xlarge	96	732000	321	1904866	23530480	0.006471039018329542	264
138	12	r4.2xlarge	96	732000	176	3000000	11251493	0.005634765529401364	356
139	8	r4.2xlarge	64	456334	131	1889167	10000000	0.0008037586643283054	257
140	9	r4.2xlarge	74	568057	388	1522133	28492385	0.003200161766876851	293
141	9	r4.2xlarge	73	540348	190	1000000	14658071	0.0001	236
142	11	r4.2xlarge	83	634122	304	3000000	20602951	0.002030257699853579	435
143	8	r4.2xlarge	64	548421	281	2629488	19533263	0.0056289809104970645	340
144	7	r4.2xlarge	48	393760	181	1947301	12692169	0.00208184702243191	294
145	10	r4.2xlarge	81	582517	223	2003402	15988899	0.0019832700164293194	293
146	6	r4.2xlarge	49	331344	263	2256178	18702558	0.002753172533197218	262
147	3	r4.2xlarge	28	251089	314	2032089	21927699	0.0033301602281518047	493
148	8	r4.2xlarge	62	497772	283	2307846	20001715	0.007603502774056761	230
149	5	r4.2xlarge	38	285338	431	2028203	30000000	0.0001	574
150	8	r4.2xlarge	67	525371	328	2233800	23362071	0.0038682736221131086	333
151	8	r4.2xlarge	60	385912	144	2783007	10000000	0.0036010079359733017	306
152	3	r4.2xlarge	19	61000	332	1754789	23696383	0.0001	491
153	2	r4.2xlarge	11	61000	436	1000000	30000000	0.0005732592451513537	361
154	12	r4.2xlarge	96	732000	325	2587371	22973387	0.01	299
155	10	r4.2xlarge	72	554294	386	1000000	29155989	0.0001	437
156	7	r4.2xlarge	56	393935	331	1476810	24869164	0.0001	404
157	10	r4.2xlarge	93	732000	289	1766232	20787469	0.005278417548655681	158
158	9	r4.2xlarge	65	510684	243	2093450	16438816	0.005500613749169015	381
159	9	r4.2xlarge	58	421873	180	2351107	12384387	0.0017097532380430758	274
160	12	r4.2xlarge	96	708682	295	1466168	20998491	0.002081209106686236	342
161	4	r4.2xlarge	31	268276	335	1506241	25073979	0.0011818246018403368	355
162	6	r4.2xlarge	50	333037	378	1930393	27282507	0.0010698820126533869	331
163	7	r4.2xlarge	62	483309	207	2785049	14336783	0.008095430686665621	246
164	2	r4.2xlarge	11	162566	255	2504602	18618736	0.0019075162503084657	401
165	12	r4.2xlarge	90	704276	277	2800080	18326117	0.0001	496
166	5	r4.2xlarge	42	317237	174	1000000	14817733	0.0024485518428728737	118
167	2	r4.xlarge	23	128976	200	1000000	16687768	0.0005572442071579663	200
168	4	r4.2xlarge	35	257947	436	2429738	30000000	0.0039306412805689	419
169	11	r4.2xlarge	82	570361	347	1000000	25711494	0.006882442878999438	168
170	9	r4.2xlarge	74	544437	247	1936796	17320107	0.0057303220264022445	301
171	12	r4.2xlarge	96	732000	193	1558551	14471527	0.0001	309
172	4	r4.2xlarge	31	201304	408	1713274	29923420	0.005964427630204065	243
173	8	r4.2xlarge	65	478239	436	1000000	30000000	0.0002741951535943695	392
174	7	r4.2xlarge	55	401819	233	2585373	16035410	0.01	229
175	7	r4.2xlarge	58	393096	436	1449365	30000000	0.01	267
176	4	m4.2xlarge	27	233842	205	2083839	14451248	0.0015272647687986777	268
177	2	r4.2xlarge	8	61000	321	2234121	23193439	0.0001	470
178	9	r4.2xlarge	80	619894	417	1829180	29903221	0.008504202970713713	377
179	4	r4.2xlarge	31	252089	436	1349830	30000000	0.0036902866857706283	419
180	8	r4.2xlarge	64	455011	184	2957645	13055418	0.0037260665626805455	366
181	10	r4.2xlarge	90	649035	288	2777765	20009337	0.0004857039107171333	382
182	9	r4.2xlarge	74	591813	231	2178215	16195154	0.0022187710939312435	322
183	5	r4.2xlarge	42	319653	399	1446413	29405468	0.0037407137042578392	261
184	6	r4.2xlarge	35	239202	381	2482971	26622087	0.0024859409034603923	628
185	10	r4.2xlarge	77	590557	277	2152300	19979726	0.002684120300824477	159
186	4	r4.2xlarge	37	294970	436	2120716	30000000	0.0028972647199021068	468
187	12	r4.2xlarge	96	732000	313	1066291	23226545	0.01	118
188	12	r4.2xlarge	96	732000	418	1000000	30000000	0.006852812207052207	223
189	11	r4.2xlarge	82	563244	357	2175509	25769668	0.00040439575610642193	413
190	3	r4.2xlarge	16	110451	239	1851859	17480974	0.0001	445
191	7	r4.2xlarge	55	428198	341	1212938	25678177	0.01	211
192	3	r4.2xlarge	26	158712	436	2273271	30000000	0.004721365154616486	521
193	8	r4.2xlarge	56	387749	328	1104972	23714436	0.0001	366
194	5	r4.2xlarge	33	168145	392	2291818	28081712	0.0001	479
195	12	r4.2xlarge	96	732000	131	2128330	10000000	0.004946277065941524	211
196	6	r4.2xlarge	48	327276	307	2001845	22171212	0.007396962609310112	256
197	11	r4.2xlarge	84	545449	230	1721098	16428721	0.0017730804511181693	322
198	7	r4.2xlarge	56	438878	312	1879838	22372351	0.0031344585626446905	356
199	6	r4.2xlarge	43	362537	305	1000000	24850219	0.0006499014810466062	135
