	instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
86	8	r4.2xlarge	12	127266	10500	6	133511883	3	4556
87	11	r4.xlarge	63	477383	11249	6	200000000	3	238
88	7	r4.xlarge	66	159840	11950	6	190071533	3	348
89	8	r4.2xlarge	17	367699	12894	6	125000000	7	230
90	8	r4.2xlarge	13	80245	10500	6	200000000	3	387
91	4	r4.xlarge	14	106404	12448	6	137399885	3	274
92	8	r4.2xlarge	44	76019	10500	6	181887265	3	255
93	2	r4.xlarge	85	451728	11177	6	125000000	3	322
94	5	r4.2xlarge	37	103358	13842	6	125000000	3	258
95	2	m4.2xlarge	9	344371	26849	6	125000000	3	172
96	2	r4.2xlarge	48	732000	16064	6	160845597	5	261
97	4	r4.2xlarge	10	651467	20482	6	125000000	3	736
98	10	r4.2xlarge	50	515251	11379	6	125000000	9	214
99	10	r4.2xlarge	52	213753	11708	6	138923707	3	193
100	6	r4.2xlarge	45	503968	14037	6	125000000	6	135
101	5	r4.xlarge	9	345689	11529	6	197237762	6	249
102	8	r4.2xlarge	23	67583	10500	6	200000000	3	151
103	9	r4.2xlarge	84	65608	14407	6	146091685	3	677
104	7	r4.2xlarge	84	69788	17732	6	128952132	3	345
105	9	r4.2xlarge	40	432463	14103	6	159438949	7	188
106	6	r4.2xlarge	15	161866	15125	6	135207285	3	347
107	9	r4.2xlarge	32	155265	24897	6	134358674	3	200
108	2	r4.2xlarge	96	732000	26425	6	125000000	3	392
109	7	r4.2xlarge	52	88562	15843	6	183480975	3	4470
110	4	r4.2xlarge	11	96008	10500	6	125000000	3	214
111	10	r4.xlarge	65	68883	10994	6	147596127	3	444
112	3	r4.2xlarge	66	387037	11334	6	189407607	7	191
113	2	r4.2xlarge	21	131826	15372	6	143749820	3	199
114	4	m4.2xlarge	9	80074	12224	6	145993117	3	201
115	5	r4.2xlarge	21	444261	10862	6	125000000	3	167
116	11	m4.2xlarge	82	118215	29977	6	125000000	3	633
117	7	r4.2xlarge	42	295691	24674	6	154210022	5	252
118	6	r4.xlarge	41	334901	10500	6	157539939	6	166
119	5	r4.2xlarge	34	216175	11082	6	125000000	3	137
120	7	r4.2xlarge	96	388502	22156	6	125000000	3	425
121	9	r4.2xlarge	38	732000	16264	6	200000000	3	254
122	9	r4.2xlarge	77	158780	19637	6	125000000	3	215
123	2	m4.2xlarge	37	76657	14288	6	197155417	3	316
124	10	r4.xlarge	34	210019	12748	6	192750041	3	158
125	6	m4.2xlarge	82	230607	14413	6	125000000	3	267
126	4	r4.2xlarge	38	284714	13417	6	135252525	3	141
127	4	m4.2xlarge	36	173807	18234	6	200000000	9	971
128	12	r4.2xlarge	68	68765	18596	6	125000000	4	239
129	11	r4.2xlarge	22	197941	11795	6	125000000	3	703
130	2	m4.2xlarge	70	68809	27334	7	125000000	3	804
131	3	r4.2xlarge	27	170695	11460	6	129008262	3	1268
132	11	m4.2xlarge	48	63775	19797	6	160995188	3	185
133	12	m4.2xlarge	12	133694	10500	6	164681413	3	1021
134	4	r4.2xlarge	15	144986	12142	6	125000000	8	819
135	9	r4.2xlarge	42	80204	17093	6	174914238	3	268
136	2	r4.xlarge	73	732000	23968	6	146704460	9	286
137	4	r4.2xlarge	10	149270	15106	6	179956293	3	265
138	10	r4.2xlarge	32	67778	15227	6	192068680	3	203
139	2	r4.2xlarge	77	115887	15269	6	164253998	3	288
140	10	r4.xlarge	13	139234	11591	6	188764675	3	164
141	4	r4.xlarge	68	459878	11243	6	125000000	3	615
142	12	r4.2xlarge	31	158356	10500	6	187727572	3	122
143	5	r4.2xlarge	54	461697	21269	6	186641668	9	232
144	11	r4.xlarge	35	136921	10500	6	147171479	3	167
145	2	r4.2xlarge	91	732000	11513	6	125000000	3	147
146	10	r4.2xlarge	45	366687	11351	6	186440381	3	150
147	10	r4.2xlarge	35	535530	13917	6	125000000	3	467
148	6	r4.2xlarge	85	430478	16708	6	182325372	8	551
149	9	m4.2xlarge	21	85636	16974	6	125000000	3	183
150	12	r4.2xlarge	50	373801	10500	6	125000000	3	242
151	2	r4.2xlarge	10	84180	15418	6	200000000	9	167
152	6	m4.2xlarge	14	90852	15700	15	183618540	3	166
153	2	r4.2xlarge	41	555575	15837	6	135210350	3	208
154	6	r4.2xlarge	15	505849	12631	6	125000000	3	188
155	10	m4.2xlarge	9	73171	12122	6	125000000	3	4556
156	3	r4.2xlarge	38	88711	11021	6	125000000	3	178
157	4	r4.2xlarge	64	165346	18382	6	125000000	3	282
158	9	r4.2xlarge	87	300216	10500	6	125000000	3	133
159	9	m4.2xlarge	96	732000	15682	6	153789903	3	158
160	7	r4.xlarge	68	92927	11190	6	125000000	3	215
161	7	r4.2xlarge	22	63775	19069	6	125000000	8	817
162	7	r4.2xlarge	69	88483	11913	6	159186502	8	229
163	7	r4.2xlarge	48	132945	10933	6	125000000	9	1758
164	7	m4.2xlarge	16	658010	13428	6	134955413	3	277
165	12	r4.2xlarge	74	234944	11503	6	137928380	3	314
166	3	r4.2xlarge	18	732000	26766	6	168729978	3	130
167	12	m4.2xlarge	32	170734	17232	6	200000000	9	244
168	4	r4.2xlarge	70	95419	17401	6	125000000	3	1273
169	2	m4.2xlarge	86	178126	18131	6	125000000	5	1551
170	2	m4.2xlarge	9	98455	22543	6	145967135	3	513
171	10	r4.2xlarge	24	89447	26388	6	169578300	8	373
172	3	r4.xlarge	62	107009	11193	6	162692847	8	255
173	5	r4.2xlarge	8	79979	11822	6	125000000	3	149
174	5	r4.2xlarge	64	67335	26670	6	162189149	3	954
175	8	r4.xlarge	25	700510	15659	6	154812467	3	740
176	2	m4.2xlarge	9	271305	13964	6	125000000	9	118
177	7	r4.2xlarge	81	236442	12135	6	125000000	3	190
178	11	r4.2xlarge	70	732000	14796	6	200000000	3	771
179	8	r4.2xlarge	10	102700	10500	6	125000000	3	368
180	10	m4.2xlarge	29	74740	10500	6	188198686	3	354
181	6	r4.2xlarge	40	155953	11314	6	125000000	9	185
182	8	m4.2xlarge	70	84832	16221	6	125000000	3	164
183	2	r4.xlarge	42	564568	16845	6	171408391	4	248
184	3	r4.2xlarge	90	361433	10500	15	125000000	5	449
185	9	m4.2xlarge	11	519523	17289	6	139905881	3	123
186	8	r4.xlarge	80	732000	15065	6	125000000	3	634
187	6	r4.xlarge	12	120374	10500	6	169559337	3	454
188	5	r4.xlarge	21	177777	30461	6	184597748	3	317
189	12	r4.2xlarge	27	122251	14232	6	125000000	4	283
190	2	r4.2xlarge	25	135245	10500	6	177282305	3	1634
191	2	r4.xlarge	9	223206	15562	6	192856097	4	159
192	8	r4.xlarge	13	68370	17137	6	125000000	3	210
193	8	m4.2xlarge	10	461408	14826	6	125000000	3	231
194	4	r4.2xlarge	43	563585	10500	6	145551346	3	446
195	5	r4.xlarge	23	91922	15801	6	125000000	3	205
196	12	r4.xlarge	96	640717	25376	6	200000000	3	450
197	2	m4.2xlarge	61	607796	17156	6	125000000	3	674
198	8	r4.2xlarge	10	176762	14602	6	125000000	9	208
199	11	r4.2xlarge	84	307642	11595	6	125000000	8	1898
