	instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
88	11	r4.2xlarge	73	574536	15470	6	173120268	8	126
89	7	r4.xlarge	45	344230	16843	6	182159570	4	1293
90	11	r4.2xlarge	91	675299	14054	6	132287375	9	98
91	11	r4.2xlarge	68	451496	26414	7	187916359	8	127
92	4	r4.2xlarge	28	215480	14218	6	162126203	4	990
93	12	r4.2xlarge	94	717852	17545	6	189896468	8	134
94	11	m4.2xlarge	78	589045	20691	6	200000000	5	507
95	12	r4.2xlarge	95	723543	12897	10	140615264	6	95
96	4	r4.2xlarge	39	329438	11434	6	197387400	7	856
97	6	r4.xlarge	32	250502	10780	6	168289776	4	161
98	12	r4.2xlarge	91	706136	13818	7	126863996	8	97
99	7	r4.xlarge	88	688283	28591	14	140360638	7	1039
100	11	r4.2xlarge	90	676007	12676	6	159669889	9	162
101	10	r4.2xlarge	50	404324	27624	14	137240456	6	228
102	5	r4.2xlarge	16	131578	10508	6	150416284	4	255
103	8	m4.2xlarge	67	488108	27867	10	149924911	6	504
104	6	r4.2xlarge	44	366240	24954	6	199528778	6	753
105	5	r4.2xlarge	25	214358	28111	14	149238718	3	1186
106	4	r4.2xlarge	11	86178	16784	11	132584621	3	765
107	7	m4.2xlarge	51	366306	20124	6	186683776	5	740
108	7	r4.2xlarge	79	645487	13577	6	166131876	8	200
109	4	r4.2xlarge	24	177202	21274	7	184836437	6	693
110	9	r4.2xlarge	65	370944	18330	8	139047106	4	354
111	10	r4.2xlarge	71	515316	14544	8	127948274	7	214
112	11	m4.2xlarge	90	628920	10537	6	149230158	8	120
113	7	r4.2xlarge	62	430187	15938	13	126201211	9	302
114	3	r4.2xlarge	12	95472	21657	11	153130274	5	1802
115	7	r4.2xlarge	64	452028	16328	6	143054295	8	217
116	5	r4.2xlarge	30	189620	11471	6	200000000	6	313
117	11	r4.2xlarge	93	724178	11329	6	159680135	6	121
118	11	r4.2xlarge	91	698363	11679	6	166104596	8	152
119	12	r4.2xlarge	92	688867	15768	12	151427399	7	111
120	11	r4.2xlarge	87	614851	12270	6	188963085	8	386
121	11	r4.2xlarge	78	549673	14706	15	125025745	6	187
122	11	r4.xlarge	84	636586	26796	6	186054003	6	371
123	8	r4.2xlarge	71	466672	16433	6	173481026	3	172
124	6	r4.2xlarge	56	484145	11966	6	152171613	8	352
125	3	r4.xlarge	28	263970	21386	6	194881385	9	2565
126	6	r4.2xlarge	42	394300	19581	15	126121573	8	300
127	5	r4.2xlarge	46	290109	12232	6	184291980	4	1603
128	4	m4.2xlarge	38	336512	12662	6	159358744	9	791
129	5	r4.2xlarge	15	130769	30500	13	183007090	6	976
130	11	r4.2xlarge	79	597185	13968	6	149382099	6	148
131	9	r4.2xlarge	75	638266	20526	15	127156372	7	642
132	7	r4.2xlarge	54	531760	12622	6	134258896	9	344
133	6	r4.2xlarge	40	329607	11042	6	125125469	6	175
134	10	m4.2xlarge	83	586133	10530	14	125002888	4	97
135	12	r4.2xlarge	63	438996	18309	15	147172425	3	111
136	4	r4.2xlarge	20	131212	10662	7	128970248	8	1041
137	11	r4.2xlarge	94	702569	12092	6	132887490	6	115
138	12	r4.2xlarge	96	731892	20405	6	160891552	9	176
139	10	r4.2xlarge	71	560464	30158	14	140875178	5	310
140	10	r4.2xlarge	63	463782	10833	6	151551503	6	133
141	11	r4.xlarge	76	624777	14546	10	129756554	4	240
142	10	r4.2xlarge	84	619605	20399	6	193753674	9	189
143	8	r4.2xlarge	75	589597	12846	6	165976365	9	331
144	6	r4.2xlarge	54	484861	20274	10	143872874	7	424
145	11	r4.2xlarge	82	616269	18870	6	146851841	6	187
146	7	r4.2xlarge	35	273518	17761	6	136615113	8	228
147	3	r4.2xlarge	31	255687	13124	6	179495795	4	1860
148	8	m4.2xlarge	61	446287	13916	9	146333252	4	148
149	4	r4.2xlarge	20	142614	14804	6	199508489	3	706
150	9	r4.2xlarge	64	476463	12031	6	164675005	8	241
151	9	m4.2xlarge	63	437616	30500	10	148096667	4	392
152	4	r4.xlarge	10	80978	26196	6	165180515	4	1018
153	2	r4.xlarge	11	72902	10690	6	128079602	3	680
154	11	m4.2xlarge	94	700610	10795	6	152367700	8	224
155	8	r4.2xlarge	69	471294	13092	6	181518089	3	184
156	8	r4.2xlarge	45	253558	15133	6	172566093	4	324
157	12	r4.2xlarge	84	671614	10732	6	140662728	9	100
158	8	r4.2xlarge	80	650457	15164	6	149997497	5	806
159	7	r4.2xlarge	59	494107	30500	6	143767931	5	166
160	11	r4.2xlarge	93	716956	16336	6	137291724	4	150
161	4	r4.2xlarge	25	167295	12168	6	154275517	5	483
162	7	r4.2xlarge	19	120147	14421	6	177632853	3	163
163	8	m4.2xlarge	67	427803	17541	14	157757158	5	259
164	3	r4.2xlarge	18	121707	15128	8	178050480	9	1137
165	11	r4.2xlarge	90	709138	23050	6	196945358	7	258
166	8	r4.xlarge	28	282732	11794	15	125008857	4	120
167	5	r4.2xlarge	15	85134	16122	15	128690144	3	478
168	4	r4.2xlarge	14	93008	11207	6	187464448	4	410
169	11	r4.2xlarge	73	544736	11120	6	125995524	3	110
170	10	r4.2xlarge	82	625719	14603	6	137322402	5	377
171	12	r4.2xlarge	92	693249	20324	7	175058193	4	119
172	4	r4.2xlarge	15	98521	11109	6	129620270	6	228
173	8	r4.2xlarge	33	303216	10559	6	159064511	3	128
174	7	m4.2xlarge	66	480409	13954	6	127636763	9	487
175	7	m4.2xlarge	53	329155	10506	6	125564196	5	432
176	4	r4.2xlarge	16	146281	24441	15	166824929	3	260
177	2	r4.2xlarge	9	64432	21066	6	172629711	6	1690
178	10	r4.2xlarge	85	619726	10535	6	149093159	6	484
179	4	r4.2xlarge	24	190396	10559	6	142565578	7	987
180	9	r4.2xlarge	77	453410	24078	7	169248809	8	566
181	12	r4.2xlarge	79	569116	17756	6	192260678	8	158
182	10	r4.2xlarge	81	648166	14956	6	157399792	9	272
183	6	r4.2xlarge	20	152438	10751	6	139715805	6	199
184	3	r4.2xlarge	48	306026	17338	6	180112176	4	2251
185	11	r4.2xlarge	62	507223	14695	6	141241744	9	95
186	4	r4.2xlarge	24	172425	10991	6	178822528	5	723
187	12	r4.2xlarge	96	729502	10535	6	125092829	7	94
188	12	r4.2xlarge	94	718864	10508	6	130576756	5	100
189	10	r4.2xlarge	76	512524	17488	6	172303381	4	168
190	3	r4.2xlarge	19	140625	23670	6	158634822	4	1388
191	6	r4.2xlarge	68	441727	10593	6	125448630	6	364
192	3	m4.2xlarge	13	98022	11258	6	180537397	3	1367
193	7	r4.2xlarge	47	431062	15478	6	138191810	3	337
194	4	r4.2xlarge	15	95166	19479	6	177559659	4	585
195	12	r4.2xlarge	94	715308	21427	14	142755122	5	145
196	7	r4.2xlarge	45	310102	12048	6	127216837	8	448
197	11	r4.2xlarge	84	623074	22799	6	136147030	4	249
198	7	r4.2xlarge	56	440100	13349	6	154566454	5	379
199	5	r4.2xlarge	32	214963	11546	8	126389136	3	103
