	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
29	11	r4.2xlarge	92	682125	163	2898174	16206454	0.0007	284
30	5	r4.2xlarge	29	205341	436	2373756	29922959	0.0001	526
31	4	r4.2xlarge	35	225144	300	1684328	20797071	0.01	179
32	9	r4.2xlarge	80	620511	247	1167949	24593257	0.0069	174
33	9	r4.2xlarge	50	436019	226	1863213	16026510	0.006	166
34	7	r4.2xlarge	55	412546	302	2022298	25452906	0.0005	322
35	11	r4.2xlarge	77	564923	289	1198074	26147539	0.0082	157
36	3	r4.2xlarge	14	114708	436	2908333	29948251	0.01	390
37	3	r4.xlarge	16	121221	330	1798392	27968683	0.0075	289
38	6	r4.2xlarge	47	362659	160	1356882	14539220	0.0003	287
39	12	r4.2xlarge	90	676952	153	1630773	11230368	0.0057	136
40	3	r4.2xlarge	19	156853	279	1217285	25083311	0.0071	211
41	7	r4.2xlarge	62	366767	365	1490150	25104195	0.0001	407
42	10	r4.2xlarge	88	657920	333	2859889	22002527	0.0001	471
43	9	r4.2xlarge	78	577027	369	2636935	22103552	0.0002	341
44	12	r4.2xlarge	88	642394	261	1869001	15197143	0.0014	172
45	6	r4.2xlarge	27	237476	406	2953398	20435189	0.0017	384
46	5	r4.2xlarge	55	474804	255	2842483	25079175	0.0008	409
47	4	r4.2xlarge	46	304475	432	2996287	21271907	0.0002	491
48	12	m4.2xlarge	96	731374	335	1355273	24202647	0.0082	152
49	9	m4.2xlarge	64	475481	172	1124376	19538680	0.0001	154
50	9	r4.2xlarge	51	368331	307	2947568	17961787	0.0003	324
51	3	r4.xlarge	43	399334	142	1117376	11759022	0.0097	118
52	6	r4.2xlarge	28	213223	406	1477902	28040993	0.0001	392
53	7	r4.2xlarge	33	256636	341	2294323	22920623	0.0001	526
54	11	r4.2xlarge	90	697013	314	2537407	22024980	0.0001	416
55	11	r4.2xlarge	95	723527	352	2469138	26300985	0.0013	289
56	3	r4.2xlarge	9	64300	309	1740476	24745615	0.0099	263
57	10	r4.2xlarge	82	639256	183	1376493	19059435	0.0059	217
58	3	r4.2xlarge	17	154106	179	2769919	17130158	0.0002	324
59	9	r4.2xlarge	79	596313	427	2899351	28264884	0.0002	505
60	12	m4.2xlarge	94	699453	377	1683479	27588515	0.0001	421
61	4	r4.2xlarge	25	192173	284	2748714	22736162	0.0004	454
62	7	r4.2xlarge	35	254332	425	1248977	29931646	0.0055	255
63	7	r4.2xlarge	60	418132	243	1927760	21000048	0.01	200
64	3	r4.2xlarge	25	227898	195	2673230	15762905	0.0001	316
65	4	r4.2xlarge	16	149424	314	1149292	26187459	0.0072	156
66	12	r4.2xlarge	74	520168	420	1321351	29644501	0.0001	421
67	6	r4.2xlarge	47	374890	353	1421581	29027779	0.0002	365
68	4	r4.2xlarge	29	249997	143	2348047	11196042	0.0081	151
69	12	r4.2xlarge	94	722207	143	1211089	11783029	0.0001	164
70	11	r4.xlarge	75	592735	349	2060117	28442238	0.0089	247
71	4	r4.2xlarge	19	186781	343	2022407	23677839	0.0001	403
72	5	r4.2xlarge	36	373915	150	1764271	11483909	0.0004	182
73	8	r4.2xlarge	64	548882	315	1178017	25216399	0.0001	266
74	11	r4.2xlarge	88	680136	234	1296510	19179457	0.0034	198
75	9	r4.2xlarge	43	367297	401	1398958	29691437	0.0007	338
76	7	r4.2xlarge	47	310439	304	2013967	23824101	0.0062	203
77	4	r4.2xlarge	20	131653	142	2517977	11172747	0.0028	197
78	4	r4.2xlarge	38	315026	300	2357632	18562848	0.0099	243
79	11	m4.2xlarge	79	540225	208	1794922	16772155	0.0029	174
80	7	r4.2xlarge	44	356148	280	2736408	14333042	0.0098	259
81	11	r4.2xlarge	84	631630	436	2126877	29762588	0.0014	325
82	12	r4.2xlarge	93	697342	142	1887551	11228135	0.0006	203
83	5	r4.2xlarge	45	344372	366	1132510	29294279	0.0001	418
84	12	r4.xlarge	93	709380	314	2463425	26574076	0.0082	352
85	9	r4.2xlarge	55	408427	332	1142226	29463778	0.0041	256
86	8	r4.2xlarge	68	444175	154	1307076	11863830	0.0098	150
87	12	r4.xlarge	94	718721	301	2402709	21337933	0.0066	238
88	10	r4.2xlarge	85	653566	240	2519728	18967447	0.002	345
89	8	r4.2xlarge	32	201460	282	1186195	23375511	0.0001	453
90	10	r4.2xlarge	94	708155	296	2587756	20246968	0.0071	196
91	8	r4.2xlarge	82	597176	163	2815362	12911717	0.0004	381
92	5	r4.2xlarge	27	218423	411	2625535	27089565	0.0002	397
93	12	r4.2xlarge	93	701581	166	2064925	16170895	0.0001	326
94	11	r4.2xlarge	82	651722	398	2999116	19491166	0.0001	645
95	12	r4.2xlarge	95	723472	158	1925990	17865606	0.0076	178
96	8	r4.2xlarge	45	361693	434	2969096	29873497	0.0001	577
97	7	r4.2xlarge	67	494624	433	1351442	29990787	0.0001	475
98	11	r4.2xlarge	93	709712	180	1249506	15918267	0.0035	164
99	9	m4.2xlarge	49	332825	145	1306999	11662579	0.0001	182
100	11	r4.2xlarge	91	674144	301	2830707	19757702	0.0066	279
101	6	r4.2xlarge	54	415385	149	1340125	11698473	0.0001	240
102	5	r4.2xlarge	48	394096	436	1398128	29999806	0.001	521
103	7	r4.2xlarge	52	418021	180	2947361	11568548	0.0025	245
104	7	r4.2xlarge	42	320789	218	2557952	19252140	0.0001	528
105	4	r4.xlarge	15	145748	179	1613311	12472388	0.0001	309
106	3	r4.xlarge	12	106551	265	1358484	19233389	0.001	315
107	8	r4.2xlarge	45	369426	316	2962134	17310961	0.0005	426
108	10	r4.2xlarge	79	624972	346	2880003	26946832	0.0006	284
109	4	r4.2xlarge	24	196328	222	2866402	17977867	0.0004	423
110	8	r4.2xlarge	59	388189	232	2233216	13985009	0.003	260
111	9	r4.2xlarge	70	510638	223	1539282	14503689	0.0056	204
112	12	r4.2xlarge	94	699547	435	2870812	29690096	0.0098	319
113	6	r4.2xlarge	52	337787	169	2383199	12604058	0.0096	166
114	3	r4.2xlarge	10	77925	231	2513515	14822868	0.0004	360
115	7	r4.2xlarge	64	447982	215	2442001	18581684	0.0023	243
116	7	r4.2xlarge	57	383720	425	2837673	29976404	0.0001	717
117	12	r4.2xlarge	89	703409	233	1642209	26908214	0.0003	235
118	12	r4.2xlarge	90	689577	335	2851091	24937634	0.0058	281
119	12	r4.2xlarge	92	692386	162	2229941	12606059	0.0071	237
120	11	r4.2xlarge	89	624306	413	2722993	26254184	0.0002	459
121	9	r4.2xlarge	56	395943	143	1222674	11311431	0.01	128
122	10	r4.2xlarge	81	560117	167	1289007	13448064	0.0001	375
123	9	r4.xlarge	81	614971	409	2758899	27280193	0.0001	378
124	8	r4.2xlarge	58	459094	369	2519972	27544619	0.0014	301
125	4	m4.2xlarge	17	121741	346	2883921	19724654	0.0001	522
126	4	r4.2xlarge	33	270623	147	1475380	12559518	0.0035	162
127	8	r4.2xlarge	33	215572	428	2531736	28422346	0.0001	500
128	6	r4.2xlarge	34	293711	373	2994964	23478897	0.0093	326
129	3	r4.2xlarge	17	133888	153	2044589	11686861	0.0001	435
130	10	r4.2xlarge	82	635170	277	2606005	19366125	0.0062	267
131	9	r4.2xlarge	44	379610	150	1359044	11551735	0.0003	164
132	7	m4.2xlarge	56	450001	279	2130807	21976415	0.003	233
133	5	r4.2xlarge	53	419243	391	1344032	27607861	0.0086	178
134	11	r4.xlarge	77	588045	226	1235873	25156293	0.01	124
135	10	r4.xlarge	72	551064	150	1121378	15128397	0.0001	288
136	4	r4.2xlarge	16	105564	356	2078185	26021124	0.0099	270
137	12	r4.2xlarge	94	708333	373	2303971	23054858	0.005	207
138	12	m4.2xlarge	96	728826	221	2973358	12101186	0.0004	191
139	8	r4.2xlarge	58	468217	148	1734910	11413027	0.0001	217
140	10	r4.2xlarge	79	584402	378	1539827	29143233	0.0027	336
141	10	r4.2xlarge	66	529329	190	1125483	17522715	0.0001	206
142	10	r4.2xlarge	90	667009	321	2982995	19222869	0.0002	419
143	10	r4.2xlarge	66	500242	256	2833730	22773034	0.0039	285
144	7	r4.2xlarge	42	361284	173	2001049	15059038	0.0002	237
145	10	r4.2xlarge	83	621541	232	1931544	14900442	0.0002	262
146	4	r4.2xlarge	55	407592	281	2063588	18074870	0.0014	285
147	7	r4.2xlarge	15	122933	332	2631700	25085715	0.0002	410
148	9	r4.xlarge	60	506164	217	2717278	20796882	0.009	246
149	5	r4.2xlarge	32	246489	416	2262831	29602537	0.0001	676
150	9	r4.2xlarge	70	515364	322	2350482	25488496	0.0026	345
151	6	r4.xlarge	56	449543	172	2829700	11300140	0.0004	257
152	2	r4.2xlarge	18	145337	406	1561329	22560862	0.0001	530
153	3	r4.2xlarge	15	96774	434	1134994	29981027	0.0002	349
154	12	r4.2xlarge	90	664858	342	2903590	22400031	0.0099	249
155	10	r4.xlarge	73	551017	373	1302840	29513663	0.0001	414
156	7	r4.2xlarge	58	368861	346	1444980	26512016	0.0001	433
157	11	m4.2xlarge	90	687801	222	1452825	25193585	0.0088	240
158	11	r4.2xlarge	52	458201	269	2670665	16855544	0.0009	244
159	6	r4.2xlarge	63	540703	174	2530070	12897521	0.0001	228
160	11	r4.2xlarge	92	710315	361	1852905	21128933	0.0001	217
161	4	r4.2xlarge	29	187077	328	1590002	28605504	0.0002	356
162	5	r4.xlarge	45	369798	335	1874973	26851133	0.0009	498
163	9	r4.xlarge	55	416660	165	2897079	13256759	0.0093	262
164	3	r4.2xlarge	14	88765	213	2617600	24347746	0.0003	390
165	11	r4.2xlarge	88	694427	286	2863215	19234730	0.0001	406
166	5	r4.2xlarge	32	294041	155	1117278	20788898	0.004	142
167	3	r4.xlarge	14	95216	168	1121362	18158514	0.0003	262
168	5	r4.2xlarge	28	217714	416	2713919	29673009	0.0048	572
169	10	r4.xlarge	80	638897	363	1284398	25765493	0.0086	196
170	11	r4.2xlarge	69	545874	274	2295437	16153874	0.0029	229
171	12	r4.2xlarge	93	697008	171	1334497	14438693	0.0001	313
172	3	r4.2xlarge	32	234863	410	1827219	29038406	0.0089	310
173	8	r4.2xlarge	71	588661	436	1276272	29997722	0.0002	465
174	7	r4.2xlarge	52	387804	272	2833299	14177935	0.0098	190
175	9	r4.2xlarge	54	390171	436	2174915	29630593	0.01	232
176	3	r4.xlarge	19	200857	150	2189501	16541947	0.0004	323
177	2	r4.2xlarge	9	66450	368	2032818	23832898	0.0001	577
178	12	r4.2xlarge	75	544013	424	2498436	29077492	0.0088	304
179	5	r4.2xlarge	25	175985	433	1644909	29911923	0.0014	380
180	9	r4.2xlarge	66	391452	199	2882345	12185094	0.0006	314
181	11	r4.2xlarge	89	660123	271	2571717	17893366	0.0002	459
182	10	m4.2xlarge	77	581683	224	2123197	18289130	0.0003	273
183	5	r4.2xlarge	41	304168	383	1407899	29471259	0.0062	353
184	6	r4.2xlarge	26	184588	432	2965184	25896907	0.0001	443
185	8	r4.2xlarge	88	675357	214	1751590	22168980	0.0038	257
186	6	r4.2xlarge	32	236697	428	2519461	29762550	0.0008	502
187	12	r4.2xlarge	96	730058	306	1364130	25315566	0.01	132
188	12	r4.2xlarge	94	721995	414	1301097	29608665	0.0085	218
189	10	r4.2xlarge	88	646220	398	2396341	24307671	0.0001	395
190	3	r4.2xlarge	15	106058	273	2055715	19195305	0.0001	358
191	9	r4.2xlarge	54	353696	387	1734256	27615062	0.0099	177
192	4	r4.xlarge	15	140708	435	2835546	29588512	0.0022	569
193	7	r4.2xlarge	53	472978	380	1362164	25674099	0.0001	294
194	3	r4.2xlarge	34	235774	421	2343363	26657668	0.0001	553
195	12	r4.2xlarge	89	688604	150	2170175	11437316	0.0026	194
196	6	r4.2xlarge	48	331190	375	2204669	21638391	0.0087	231
197	10	r4.2xlarge	83	632711	297	1831433	13363550	0.0001	244
198	8	r4.2xlarge	53	418118	321	2181941	25000656	0.0005	309
199	5	r4.xlarge	47	348194	227	1118890	29332079	0.0004	200
