	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
108	10	r4.2xlarge	73	103330	408	2085968	10000000	0.0019	214
109	6	m4.2xlarge	48	639054	261	2050791	19742264	0.0055	337
110	12	r4.2xlarge	96	634466	254	1992867	29810126	0.0025	156
111	2	m4.2xlarge	24	423816	264	2030684	19613884	0.0036	202
112	12	r4.xlarge	10	394156	310	2001335	19053328	0.0001	244
113	10	m4.2xlarge	60	268161	293	3000000	19108128	0.0062	566
114	2	r4.2xlarge	16	732000	287	1938246	20364686	0.0009	318
115	10	r4.2xlarge	29	192524	271	1956063	11597755	0.0085	118
116	6	r4.2xlarge	80	616837	131	1092461	19478280	0.0028	255
117	6	m4.2xlarge	51	504034	292	2060961	19713269	0.0016	402
118	2	r4.2xlarge	45	122851	131	1013041	10000000	0.0001	261
119	8	r4.2xlarge	15	296796	417	2004617	29006169	0.002	280
120	2	m4.2xlarge	14	345873	275	2053261	20002558	0.0005	259
121	4	r4.2xlarge	78	532587	264	3000000	19886494	0.0055	263
122	2	r4.2xlarge	16	268260	265	2042938	19300293	0.0001	476
123	12	m4.2xlarge	89	263292	414	2052418	20328109	0.0017	334
124	12	m4.2xlarge	61	96379	253	2051406	19214995	0.0081	460
125	2	r4.2xlarge	81	409111	131	3000000	11494132	0.01	141
126	6	m4.2xlarge	8	343294	292	2122731	20045024	0.0047	157
127	9	m4.2xlarge	67	285703	291	3000000	19974145	0.0016	527
128	6	r4.2xlarge	46	93875	365	1999245	10000000	0.0001	118
129	10	r4.xlarge	81	271912	283	2018518	29840347	0.0001	706
130	3	r4.2xlarge	44	631599	160	2010774	28952635	0.0093	118
131	6	r4.2xlarge	14	369676	131	3000000	30000000	0.0001	132
132	3	r4.2xlarge	19	649371	132	1072177	19688835	0.0001	129
133	5	r4.2xlarge	46	266845	131	1064292	10000000	0.0001	669
134	12	m4.2xlarge	13	75247	296	2013775	19728061	0.0001	566
135	2	r4.2xlarge	34	385489	367	1149429	29198266	0.0028	118
136	6	m4.2xlarge	8	75724	157	2001307	19929287	0.0001	266
137	2	r4.2xlarge	45	658685	280	1084121	10718728	0.0004	194
138	6	r4.2xlarge	11	465225	399	1094056	19863494	0.0001	427
139	12	m4.2xlarge	25	380937	149	2010224	19504298	0.0002	392
140	8	r4.2xlarge	10	602661	259	1000000	10000000	0.0002	220
141	6	m4.2xlarge	59	177703	274	1992503	19616413	0.01	591
142	4	r4.2xlarge	45	379265	142	1122681	30000000	0.0059	264
143	7	r4.xlarge	31	493700	295	2001977	19631634	0.0022	296
144	8	r4.2xlarge	36	732000	394	1122044	20182248	0.0056	118
145	10	r4.2xlarge	93	372782	282	1963256	10000000	0.0005	135
146	12	r4.2xlarge	74	632023	299	2963333	30000000	0.001	234
147	8	r4.xlarge	77	272306	261	2010047	19662130	0.0001	268
148	6	r4.2xlarge	44	391363	131	1000000	10716280	0.0082	118
149	12	m4.2xlarge	35	162872	274	2077234	20109579	0.0009	331
150	12	m4.2xlarge	76	162642	279	2034958	20076401	0.003	292
151	2	r4.2xlarge	75	371777	131	3000000	19503872	0.01	149
152	2	m4.2xlarge	46	364424	275	1022692	19947812	0.0024	360
153	10	r4.2xlarge	49	345673	260	1023129	10000000	0.0016	141
154	10	r4.2xlarge	84	406341	138	2035884	29197710	0.0001	201
155	2	m4.2xlarge	27	224996	258	1999174	20122480	0.0085	365
156	11	r4.xlarge	27	193873	278	2047162	19467878	0.0011	231
157	11	m4.2xlarge	35	100012	261	2097407	10182850	0.0001	240
158	2	r4.xlarge	14	341552	271	2089006	29123449	0.0015	357
159	6	r4.2xlarge	80	205993	255	3000000	10000000	0.0045	141
160	4	r4.2xlarge	28	359481	256	1000000	10462498	0.0001	371
161	8	r4.2xlarge	30	342054	388	2983864	10000000	0.0008	118
162	8	r4.2xlarge	89	732000	436	1001721	19379251	0.0001	200
163	2	m4.2xlarge	28	452042	311	1975273	19885142	0.0014	607
164	12	r4.2xlarge	46	133441	134	1046487	19544359	0.0045	235
165	8	r4.2xlarge	31	507158	301	3000000	20287809	0.0005	386
166	2	r4.2xlarge	96	406808	132	2011978	29436115	0.0001	152
167	2	r4.2xlarge	77	718804	253	2976634	19623982	0.0001	118
168	6	m4.2xlarge	27	129595	268	1944548	19212755	0.0001	320
169	9	r4.2xlarge	84	712991	436	3000000	10492943	0.0002	118
170	11	m4.2xlarge	13	318887	283	1977478	20109491	0.0023	569
171	3	r4.2xlarge	59	396599	265	3000000	18970286	0.0001	142
172	7	r4.xlarge	27	199528	275	2045588	19727667	0.0001	325
173	11	r4.2xlarge	22	196347	133	2043499	29611344	0.0001	248
174	12	m4.2xlarge	27	241269	131	1974180	19432337	0.0025	557
175	3	m4.2xlarge	51	227506	280	2001627	20064570	0.01	118
176	8	r4.2xlarge	73	91677	294	2086371	20345424	0.0001	290
177	11	m4.2xlarge	16	377059	287	2023292	20317700	0.0031	383
178	4	m4.2xlarge	45	77979	278	1970797	19893734	0.0001	132
179	8	r4.2xlarge	46	653235	131	2019258	10000000	0.0054	136
180	12	r4.2xlarge	96	147211	273	3000000	11256282	0.0031	288
181	6	r4.2xlarge	28	180879	131	2014156	19048632	0.0048	219
182	2	m4.2xlarge	46	219950	304	2038093	19778174	0.0028	118
183	4	m4.2xlarge	46	174787	293	2011447	10000000	0.0083	347
184	6	m4.2xlarge	15	596733	280	1968903	10000000	0.0083	144
185	4	r4.xlarge	30	206667	308	2024963	20120958	0.0025	301
186	5	r4.xlarge	46	585140	280	2075564	29241566	0.0012	208
187	2	r4.2xlarge	18	331284	364	1000000	30000000	0.0067	250
188	3	r4.xlarge	78	375169	282	2078103	20223292	0.0001	311
189	6	r4.2xlarge	28	486092	298	3000000	10000000	0.008	118
190	10	m4.2xlarge	13	590738	258	2082885	20232268	0.0014	305
191	12	r4.xlarge	77	61000	295	2107085	19798944	0.0073	327
192	6	r4.2xlarge	30	653954	286	1976889	19822035	0.0058	362
193	8	m4.2xlarge	85	700472	270	1957681	20335902	0.0009	370
194	12	r4.2xlarge	34	102375	369	1000000	20125574	0.0096	208
195	6	m4.2xlarge	12	107585	290	2053467	19573650	0.0027	408
196	10	r4.2xlarge	8	732000	289	3000000	20191796	0.0026	155
197	6	r4.2xlarge	28	61000	381	1078227	10394652	0.0001	176
198	10	r4.2xlarge	8	388315	161	2086378	19188918	0.0034	147
199	2	r4.2xlarge	32	276218	420	3000000	10365831	0.0067	248
