	instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
54	8	r4.2xlarge	64	488560	285	3000000	19997085	0.01	355
55	8	r4.2xlarge	80	489802	135	1000000	10006559	0.005	186
56	12	r4.2xlarge	96	732000	138	2000541	10017927	0.0006	163
57	6	r4.2xlarge	48	365431	268	1000000	19984077	0.0098	118
58	12	r4.2xlarge	96	732000	390	1000235	30000000	0.01	244
59	2	r4.2xlarge	16	121449	132	1003105	10057504	0.0007	152
60	2	r4.2xlarge	16	130070	290	2998664	19974781	0.0005	583
61	4	r4.2xlarge	32	120865	286	3000000	20027958	0.0098	548
62	6	r4.2xlarge	48	369301	435	2996894	29972124	0.0003	663
63	8	r4.2xlarge	64	489918	431	2999211	29983261	0.0007	390
64	2	r4.2xlarge	16	113551	284	2001410	19997404	0.0005	452
65	10	r4.2xlarge	80	607290	430	2994259	29971161	0.0003	365
66	8	r4.2xlarge	64	364137	285	2999463	20003659	0.0008	314
67	6	r4.2xlarge	48	365463	430	2997500	30000000	0.0006	560
68	8	r4.2xlarge	64	489771	142	2999348	10020941	0.0098	175
69	4	r4.2xlarge	32	243554	145	3000000	10000000	0.0048	298
70	6	r4.2xlarge	48	364385	133	1001641	10016495	0.0008	162
71	8	r4.2xlarge	64	488600	144	2996852	10000000	0.01	362
72	8	r4.2xlarge	64	365729	140	2000552	10017534	0.0011	174
73	8	r4.2xlarge	64	488852	131	1001557	10024956	0.0096	190
74	8	r4.2xlarge	64	489488	429	1998636	29992912	0.01	368
75	12	r4.2xlarge	96	732000	138	1998704	10022399	0.0006	159
76	2	r4.2xlarge	16	124721	284	2002422	19991796	0.0008	379
77	4	r4.2xlarge	32	245578	144	2996650	10044819	0.0009	308
78	2	r4.2xlarge	16	119255	288	1999434	20029207	0.0004	522
79	8	r4.2xlarge	64	490117	428	2000013	29997402	0.0002	427
80	4	r4.2xlarge	32	247611	419	1998967	29974437	0.01	207
81	12	r4.2xlarge	96	730802	426	1999755	29954828	0.0095	259
82	10	r4.2xlarge	80	611509	268	1000000	20003958	0.0005	234
83	10	r4.2xlarge	80	607997	131	1002115	10000000	0.0004	118
84	6	r4.2xlarge	48	364815	434	2998821	29972520	0.0003	415
85	2	r4.2xlarge	16	128380	284	2000069	30000000	0.0005	387
86	6	r4.2xlarge	48	364230	133	1000000	10014941	0.0003	153
87	8	r4.2xlarge	64	364138	285	2997536	20018338	0.0004	361
88	6	r4.2xlarge	48	366532	393	1000000	29959165	0.0005	247
89	6	r4.2xlarge	48	365332	399	1000621	29976721	0.0005	267
90	2	r4.2xlarge	16	119231	289	3000000	20034197	0.0002	576
91	8	r4.2xlarge	64	488202	132	1000000	10000000	0.01	135
92	4	r4.2xlarge	32	242897	425	2002499	29993786	0.0007	490
93	4	r4.2xlarge	32	120302	268	1004925	20015053	0.01	201
94	8	r4.2xlarge	64	489418	147	3000000	10010577	0.0001	290
95	10	r4.2xlarge	80	605794	145	2994831	10034297	0.01	308
96	8	r4.2xlarge	64	486123	427	2004004	30000000	0.01	286
97	8	r4.2xlarge	64	487063	290	2999383	19997401	0.01	679
98	10	r4.2xlarge	80	608814	432	2995040	29990126	0.0007	511
99	12	r4.2xlarge	96	728728	131	1000000	10021570	0.0005	159
100	8	r4.2xlarge	64	487036	392	1000000	30000000	0.0004	311
101	6	r4.2xlarge	48	364314	422	1999649	30000000	0.01	396
102	6	r4.2xlarge	48	365746	141	2000332	10000000	0.0099	182
103	10	r4.2xlarge	80	610436	131	1000000	10014251	0.0002	205
104	6	r4.2xlarge	48	368804	286	2999093	20011876	0.0008	657
105	2	r4.2xlarge	16	124459	282	2000136	20015579	0.0003	296
106	6	r4.2xlarge	48	363374	134	1002528	10000000	0.01	240
107	2	r4.2xlarge	16	124885	280	2000464	19999137	0.01	384
108	12	r4.2xlarge	96	732000	282	1999659	19983554	0.0005	281
109	8	r4.2xlarge	48	365503	285	2000022	20006153	0.0005	375
110	10	r4.2xlarge	80	613011	144	3000000	10049064	0.0099	296
111	6	r4.2xlarge	48	366287	284	2001970	20021268	0.0003	292
112	10	r4.2xlarge	80	606925	142	2001433	10000000	0.01	185
113	2	r4.2xlarge	16	118761	428	1999948	29952064	0.0005	414
114	10	r4.2xlarge	64	488426	133	1000000	10000000	0.01	131
115	8	r4.2xlarge	64	486893	268	1000000	19990829	0.01	232
116	6	r4.2xlarge	48	367278	285	2001726	19999003	0.0006	304
117	8	r4.2xlarge	64	487753	137	1999681	10000000	0.0098	125
118	4	r4.2xlarge	32	243234	285	2001750	19993489	0.0005	343
119	10	r4.2xlarge	80	611494	390	1000000	29990264	0.0001	293
120	8	r4.2xlarge	64	489214	413	1996997	30000000	0.0002	357
121	8	r4.2xlarge	64	489253	286	3000000	20002490	0.0007	247
122	6	r4.2xlarge	48	366606	283	1999152	19998710	0.0005	292
123	2	r4.2xlarge	16	125056	283	1999137	19980726	0.01	213
124	4	r4.2xlarge	32	245025	428	1999246	30000000	0.01	503
125	2	r4.2xlarge	16	118491	286	3000000	20009446	0.01	566
126	4	r4.2xlarge	32	245975	418	2000860	29982574	0.0007	337
127	4	r4.2xlarge	32	246540	145	2000421	10054691	0.0008	272
128	2	r4.2xlarge	16	123361	276	2000543	19983273	0.0012	319
129	6	r4.2xlarge	48	362325	423	2001624	29952886	0.01	420
130	4	r4.2xlarge	32	246506	287	2998978	20021451	0.0004	518
131	8	r4.2xlarge	64	488233	425	2003199	29986179	0.01	447
132	6	r4.2xlarge	48	363647	266	1001318	19994897	0.0005	166
133	2	r4.2xlarge	16	122124	427	1999177	30000000	0.01	498
134	4	r4.2xlarge	32	242782	285	2000437	20002828	0.0099	296
135	8	r4.2xlarge	48	364954	140	2000240	10055338	0.0007	223
136	2	r4.2xlarge	16	126532	281	2000317	19995243	0.0013	251
137	2	r4.2xlarge	16	120563	396	1000000	29985258	0.0004	309
138	6	r4.2xlarge	48	366407	434	3000000	29997261	0.0008	692
139	6	r4.2xlarge	48	365822	145	3000000	10000000	0.0001	158
140	6	r4.2xlarge	48	363843	428	1999114	29986458	0.01	387
141	4	r4.2xlarge	32	241962	414	1999947	29976316	0.0009	347
142	8	r4.2xlarge	64	489604	284	2001599	20006702	0.0001	321
143	6	r4.2xlarge	48	365041	140	1999202	10028246	0.0008	161
144	2	r4.2xlarge	16	117380	143	2000390	10000000	0.01	242
145	4	r4.2xlarge	32	244414	285	2002120	20008802	0.0005	355
146	8	r4.2xlarge	64	487477	266	1002752	20009517	0.0049	198
147	2	r4.2xlarge	16	123646	286	2002574	20000027	0.0008	439
148	6	r4.2xlarge	48	364480	428	3000000	30000000	0.0005	632
149	10	r4.2xlarge	80	611714	282	2001116	20005578	0.0005	251
150	2	r4.2xlarge	16	125003	286	2001611	20013174	0.0006	225
151	4	r4.2xlarge	32	245210	131	1000698	10000000	0.0098	151
152	8	r4.2xlarge	48	367475	284	2002134	20014125	0.0005	520
153	12	r4.2xlarge	96	732000	283	2002359	19995510	0.0003	239
154	10	r4.2xlarge	80	608233	131	1004622	10000000	0.0004	150
155	6	r4.2xlarge	48	365712	142	2001178	10000000	0.0099	273
156	6	r4.2xlarge	48	365384	430	2999685	30000000	0.01	446
157	10	r4.2xlarge	80	610280	145	3000000	10013317	0.0099	180
158	6	r4.2xlarge	48	365643	267	1003243	20002900	0.0005	130
159	8	r4.2xlarge	64	487321	290	2999405	19990419	0.0005	386
160	2	r4.2xlarge	16	116556	290	3000000	20015631	0.0008	376
161	10	r4.2xlarge	80	613279	143	3000000	10043344	0.001	232
162	2	r4.2xlarge	16	120796	393	1002813	30000000	0.01	207
163	8	r4.2xlarge	64	489985	266	1001189	20029597	0.01	125
164	6	r4.2xlarge	48	366358	286	2998321	20006832	0.0005	288
165	12	r4.2xlarge	96	731510	283	2001527	19995886	0.0001	342
166	8	r4.2xlarge	48	364612	145	2999384	10000000	0.0008	281
167	6	r4.2xlarge	48	365834	422	2002373	30000000	0.01	412
168	6	r4.2xlarge	48	368113	285	2000960	20014033	0.0011	269
169	2	r4.2xlarge	16	120648	284	2000882	20007119	0.0005	348
170	8	r4.2xlarge	64	486975	134	1001973	10000000	0.0009	200
171	6	r4.2xlarge	48	368641	132	1001240	10007464	0.001	178
172	6	r4.2xlarge	48	363668	423	1999218	29983235	0.0097	237
173	6	r4.2xlarge	48	367478	284	1999411	19993986	0.0003	288
174	4	r4.2xlarge	32	247228	422	2000215	30000000	0.0001	332
175	8	r4.2xlarge	48	363566	288	2996707	19992997	0.0011	327
176	12	r4.2xlarge	96	732000	131	1000385	10000000	0.01	118
177	10	r4.2xlarge	80	611036	284	2000796	20008025	0.0011	191
178	12	r4.2xlarge	96	732000	423	1999027	30000000	0.0003	291
179	4	r4.2xlarge	32	244530	135	1995308	10003411	0.0095	197
180	6	r4.2xlarge	48	364857	143	2001316	10038807	0.0012	220
181	12	r4.2xlarge	96	730362	146	3000000	10031744	0.0097	213
182	8	r4.2xlarge	64	486989	261	1000879	19999678	0.01	184
183	2	r4.2xlarge	16	119954	421	2001749	29976185	0.0003	367
184	2	r4.2xlarge	16	124866	432	2999778	30000000	0.0004	722
185	8	r4.2xlarge	64	488704	144	3000000	10002809	0.0093	294
186	12	r4.2xlarge	96	732000	134	1000450	10023692	0.0001	216
187	12	r4.2xlarge	96	727723	425	2001239	30000000	0.0099	411
188	8	r4.2xlarge	64	490161	417	1999165	29986740	0.0097	316
189	8	r4.2xlarge	64	488905	425	2000277	30000000	0.0001	273
190	12	r4.2xlarge	96	732000	143	2000530	10000000	0.001	322
191	6	r4.2xlarge	48	363883	134	1002428	10000000	0.01	118
192	6	r4.2xlarge	48	364866	262	1001253	19977612	0.01	180
193	8	r4.2xlarge	64	489112	287	3000000	19993643	0.0008	714
194	6	r4.2xlarge	48	365135	428	2002272	29976653	0.0003	410
195	8	r4.2xlarge	64	486572	142	2000901	10000000	0.0099	180
196	8	r4.2xlarge	64	487662	428	2000136	30000000	0.0002	581
197	8	r4.2xlarge	64	488260	278	2001488	20003000	0.0006	253
198	2	r4.2xlarge	16	119134	427	1998048	29993890	0.01	389
199	2	r4.2xlarge	16	127482	389	1000000	29964317	0.0006	277
