	instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	gross_runtime
38	11	r4.2xlarge	90	572211	18131	105	194233033	149
39	6	m4.2xlarge	46	52899	11919	105	139791035	159
40	7	c4.2xlarge	56	35227	14638	105	184034448	248
41	4	c4.2xlarge	31	49967	18881	105	195603400	633
42	7	m4.2xlarge	57	173365	18748	105	199197394	334
43	8	c4.2xlarge	64	97903	16383	105	160833086	274
44	5	m4.2xlarge	44	31673	18042	105	185801284	428
45	8	c4.2xlarge	64	82451	18112	105	198149509	305
46	8	m4.2xlarge	60	70877	14678	105	181395508	266
47	2	c4.2xlarge	18	30002	9813	105	89111664	439
48	9	m4.2xlarge	68	348360	11694	105	139699295	158
49	4	c4.2xlarge	30	195979	9672	105	79768982	161
50	12	r4.2xlarge	93	719589	19260	105	199956551	215
51	10	r4.2xlarge	77	519991	18209	105	182123508	153
52	4	m4.2xlarge	33	51950	12428	105	140787913	143
53	12	c4.2xlarge	94	217330	12526	105	181835440	97
54	12	c4.2xlarge	95	708557	9541	1000	54948407	73
55	2	r4.2xlarge	19	31291	15814	105	191251078	308
56	11	r4.2xlarge	92	495160	9711	1000	77871838	83
57	9	m4.2xlarge	72	34112	10907	105	95923641	175
58	12	r4.2xlarge	96	658007	9530	1000	19313015	72
59	12	r4.2xlarge	94	605771	11986	105	155153441	132
60	3	r4.2xlarge	20	98441	12293	105	159991253	314
61	4	c4.2xlarge	35	39788	15272	105	176685331	334
62	10	c4.2xlarge	79	359907	10128	105	137148874	112
63	6	c4.2xlarge	49	32311	19260	105	197551584	626
64	9	r4.2xlarge	75	447963	9543	1000	59712862	91
65	7	r4.2xlarge	56	239044	17069	105	193344428	221
66	2	m4.2xlarge	19	116676	9662	105	102106206	249
67	5	m4.2xlarge	40	233597	10273	1000	143796384	143
68	12	r4.2xlarge	94	732000	9757	1000	91374015	91
69	10	c4.2xlarge	81	218415	15489	105	185660996	216
70	12	r4.2xlarge	96	652741	11618	105	166857452	96
71	3	c4.2xlarge	26	100371	10394	1000	132917664	378
72	4	r4.2xlarge	34	175109	16683	105	191519057	257
73	6	r4.2xlarge	49	151534	18106	105	174342678	200
74	11	m4.2xlarge	90	538556	13062	105	158495095	120
75	5	c4.2xlarge	39	94918	19260	105	199470229	417
76	11	m4.2xlarge	88	486214	12740	105	115313237	193
77	3	c4.2xlarge	26	30175	15585	105	191044646	331
78	2	r4.2xlarge	18	230028	9915	1000	117991232	327
79	11	r4.2xlarge	87	657831	16009	105	188492145	105
80	8	r4.2xlarge	65	364553	14980	105	181839240	150
81	10	r4.2xlarge	77	436902	17933	105	197771209	197
82	3	m4.2xlarge	24	30237	16888	105	187924653	501
83	11	c4.2xlarge	91	397761	17370	105	191087449	222
84	8	r4.2xlarge	65	433763	15445	105	181720034	138
85	9	m4.2xlarge	69	198164	17980	105	196420624	332
86	8	c4.2xlarge	67	390927	16498	105	157136201	155
87	12	m4.2xlarge	93	482033	13212	105	188781838	161
88	6	m4.2xlarge	51	396227	9665	105	43470400	117
89	8	c4.2xlarge	61	34329	12529	105	123590733	278
90	10	m4.2xlarge	78	93882	14917	105	160364976	219
91	7	c4.2xlarge	52	37583	12350	105	126508478	241
92	10	c4.2xlarge	80	41198	13203	105	163978021	373
93	7	c4.2xlarge	58	81294	18478	105	194763607	387
94	9	m4.2xlarge	71	484450	10126	105	142277054	106
95	2	m4.2xlarge	18	42741	14650	105	184633751	514
96	4	m4.2xlarge	28	53767	11307	105	171770760	469
97	9	m4.2xlarge	70	303556	9795	105	70544590	192
98	7	r4.2xlarge	58	422076	10992	1000	163045155	213
99	9	r4.2xlarge	70	301058	10620	105	122482230	106
100	8	m4.2xlarge	63	50056	17755	105	197405390	258
101	5	c4.2xlarge	38	33382	12977	105	176294776	317
102	11	c4.2xlarge	91	356556	9542	1000	36608335	115
103	12	r4.2xlarge	92	565547	11160	105	123242409	82
104	9	c4.2xlarge	74	92297	16206	105	192802817	186
105	7	m4.2xlarge	53	203157	9676	1000	120489882	217
106	2	r4.2xlarge	19	90414	16155	105	163844200	512
107	6	m4.2xlarge	47	239580	11924	105	157171889	328
108	3	c4.2xlarge	22	39934	9759	105	69095810	303
109	9	c4.2xlarge	75	37363	14357	105	182018700	217
110	11	c4.2xlarge	86	172488	9895	1000	130871402	182
111	9	r4.2xlarge	72	312429	12255	105	109115580	201
112	3	c4.2xlarge	23	30690	16603	105	190386761	523
113	7	m4.2xlarge	55	273624	13942	105	166287492	193
114	7	c4.2xlarge	53	42433	12174	105	127955361	284
115	12	m4.2xlarge	96	716664	12295	105	127838266	87
116	9	m4.2xlarge	72	126228	18087	105	198956117	337
117	3	r4.2xlarge	23	301909	13541	105	161471605	219
118	9	r4.2xlarge	72	276861	17852	105	187550113	306
119	5	r4.2xlarge	41	439227	19019	105	194946713	384
120	9	r4.2xlarge	72	570760	18363	105	194791514	221
121	5	m4.2xlarge	38	168378	14795	105	186769185	241
122	9	c4.2xlarge	72	161706	12778	105	99422928	143
123	10	m4.2xlarge	82	383171	16289	105	191519004	218
124	6	r4.2xlarge	47	437034	14473	105	177172792	261
125	5	m4.2xlarge	37	76305	14500	105	164623934	273
126	10	c4.2xlarge	81	78896	9534	1000	30847855	121
127	8	r4.2xlarge	67	703649	10005	105	111602516	90
128	4	r4.2xlarge	29	203979	10169	1000	105358636	206
129	7	r4.2xlarge	58	289202	16352	105	186225587	212
130	10	c4.2xlarge	80	70815	11014	105	141790509	112
131	4	r4.2xlarge	28	344202	9825	105	114903193	95
132	4	m4.2xlarge	30	477500	10448	105	147669797	343
133	6	r4.2xlarge	47	117789	10030	1000	117968120	172
134	8	c4.2xlarge	61	232131	16437	105	170160592	345
135	6	m4.2xlarge	45	308225	9597	105	52206222	129
136	6	r4.2xlarge	51	644896	9640	105	50244539	94
137	4	c4.2xlarge	34	30635	13276	105	172209272	561
138	9	c4.2xlarge	73	312031	18179	105	190866673	221
139	5	c4.2xlarge	40	41881	9607	105	70134907	178
140	10	m4.2xlarge	77	326478	11890	105	110877512	162
141	6	r4.2xlarge	47	422562	9536	1000	36600339	104
142	7	c4.2xlarge	57	102608	11632	105	148552306	164
143	11	r4.2xlarge	88	376479	11351	105	111389530	122
144	5	c4.2xlarge	44	47232	12854	105	119374562	220
145	6	r4.2xlarge	51	205479	18840	105	199805150	419
146	7	c4.2xlarge	53	69864	17403	105	188127168	311
147	8	r4.2xlarge	61	141044	14025	105	150381784	225
148	4	m4.2xlarge	28	80919	15979	105	192845008	498
149	11	r4.2xlarge	91	342905	9876	105	74793015	100
150	6	c4.2xlarge	49	123298	12037	105	140864449	176
151	12	r4.2xlarge	95	732000	9961	105	120464068	73
152	3	r4.2xlarge	23	577188	18533	105	179974008	291
153	7	c4.2xlarge	57	45455	17826	105	176582966	349
154	6	c4.2xlarge	48	113683	9579	1000	50236367	159
155	9	c4.2xlarge	74	30542	9639	1000	106760292	179
156	10	r4.2xlarge	81	318646	9573	1000	34158966	122
157	5	m4.2xlarge	42	157641	11084	105	165142046	206
158	6	r4.2xlarge	47	299965	10630	105	135892726	143
159	2	m4.2xlarge	19	36506	11959	105	144849446	532
160	3	c4.2xlarge	20	37063	10051	105	123650351	297
161	10	c4.2xlarge	80	167865	11354	105	141643440	253
162	8	r4.2xlarge	63	389900	16186	105	183943271	198
163	4	m4.2xlarge	29	55912	11591	105	154631927	323
164	4	m4.2xlarge	35	81616	13925	105	181464565	286
165	11	r4.2xlarge	92	621399	12296	105	160704571	132
166	5	c4.2xlarge	44	101033	19260	105	199950697	569
167	2	m4.2xlarge	18	39018	15999	105	173760901	508
168	4	c4.2xlarge	28	44530	15075	105	187217728	419
169	8	m4.2xlarge	63	123146	10733	105	115245182	196
170	8	m4.2xlarge	64	193254	19009	105	199831227	288
171	2	m4.2xlarge	19	63118	13835	105	197072646	474
172	11	m4.2xlarge	90	103010	18802	105	193245437	169
173	5	c4.2xlarge	40	38606	9570	1000	65283424	161
174	5	c4.2xlarge	38	77926	19073	105	193879260	397
175	8	c4.2xlarge	68	75105	16372	105	180027806	216
176	7	m4.2xlarge	58	393076	10815	1000	171353754	132
177	10	m4.2xlarge	83	242029	9572	1000	80605235	243
178	6	r4.2xlarge	46	212768	14948	105	186781540	284
179	7	m4.2xlarge	54	242859	17429	105	199640005	214
180	11	r4.2xlarge	84	556888	9586	1000	95489757	142
181	7	m4.2xlarge	57	87599	18113	105	195259697	277
182	6	r4.2xlarge	51	338670	9677	105	41958469	150
183	7	m4.2xlarge	59	149620	19069	105	197794679	334
184	11	r4.2xlarge	88	320210	18675	105	191335074	190
185	5	r4.2xlarge	37	570193	10891	105	147274911	90
186	6	m4.2xlarge	45	460622	10608	105	99532735	174
187	12	m4.2xlarge	96	627713	18214	105	184008437	98
188	2	r4.2xlarge	18	345332	17499	105	179528104	409
189	4	c4.2xlarge	28	30544	12178	105	146848651	365
190	7	m4.2xlarge	55	84279	10085	105	57173139	199
191	7	c4.2xlarge	60	111345	17655	105	190473187	314
192	8	r4.2xlarge	65	430266	15426	105	133862353	149
193	8	r4.2xlarge	62	351206	16114	105	187751965	171
194	4	c4.2xlarge	31	58022	9696	1000	122328182	298
195	3	c4.2xlarge	25	33926	14380	105	160026601	538
196	4	r4.2xlarge	35	355951	9613	1000	81578553	162
197	5	m4.2xlarge	43	47516	9531	1000	35905964	173
198	6	r4.2xlarge	51	81951	18624	105	198034356	322
199	10	m4.2xlarge	82	279472	19260	105	199989258	324
