	instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	gross_runtime
107	12	m4.2xlarge	22	284418	14750	105	102353910	198
108	10	r4.2xlarge	96	722662	9530	105	151175020	122
109	12	m4.2xlarge	71	600160	9668	105	189319589	134
110	9	c4.2xlarge	84	184549	9843	105	200000000	108
111	10	c4.2xlarge	96	523770	18828	105	10875476	129
112	11	r4.2xlarge	17	128352	19092	105	10697702	103
113	8	c4.2xlarge	96	330989	19260	105	179171231	87
114	12	m4.2xlarge	96	204732	9530	105	112330568	162
115	11	m4.2xlarge	96	541243	16259	105	185248774	308
116	12	m4.2xlarge	94	576765	19104	105	164987703	89
117	4	c4.2xlarge	58	669652	19124	105	194420305	162
118	8	r4.2xlarge	83	385555	18884	105	135227301	119
119	11	m4.2xlarge	25	310524	17115	105	197909737	231
120	10	c4.2xlarge	96	429715	19260	105	199999408	137
121	2	c4.2xlarge	96	418364	19189	105	10620685	327
122	12	c4.2xlarge	74	532931	9530	105	196529179	81
123	10	m4.2xlarge	17	618679	19260	105	11452195	159
124	12	c4.2xlarge	17	705924	19260	105	64154125	91
125	12	m4.2xlarge	73	125061	19260	105	11682974	92
126	6	m4.2xlarge	17	364493	9530	105	191100190	298
127	3	c4.2xlarge	91	609421	9530	105	200000000	147
128	7	m4.2xlarge	96	180366	19097	105	200000000	244
129	3	r4.2xlarge	93	732000	9530	105	147126245	72
130	3	c4.2xlarge	34	609031	18885	105	85187570	138
131	6	m4.2xlarge	96	486979	19260	105	10702137	119
132	4	c4.2xlarge	68	371339	9530	105	196404499	113
133	10	m4.2xlarge	17	196128	9530	105	182911769	136
134	10	m4.2xlarge	84	225579	18007	105	168986322	312
135	4	r4.2xlarge	17	296731	15755	105	200000000	534
136	6	m4.2xlarge	92	440589	14229	105	200000000	416
137	2	m4.2xlarge	96	65797	9744	105	110307394	218
138	12	r4.2xlarge	66	367410	9530	105	179051110	86
139	11	m4.2xlarge	63	30000	9530	105	13125383	115
140	12	m4.2xlarge	80	379996	10174	105	111728641	81
141	12	c4.2xlarge	49	138301	18525	105	10614499	162
142	2	m4.2xlarge	96	570452	9530	105	110861936	345
143	12	m4.2xlarge	23	51199	9530	105	193352443	545
144	7	r4.2xlarge	96	30000	9530	105	99307698	288
145	8	m4.2xlarge	93	204422	9530	105	10620185	367
146	11	m4.2xlarge	17	339149	9530	1000	15672195	193
147	11	r4.2xlarge	50	633048	15759	105	127317909	267
148	8	c4.2xlarge	96	476249	18944	105	64870941	82
149	2	m4.2xlarge	17	732000	19260	105	200000000	362
150	12	m4.2xlarge	17	314907	9530	105	187859247	247
151	11	r4.2xlarge	86	30828	17189	1000	10959310	143
152	12	m4.2xlarge	78	286613	13192	105	10613446	301
153	8	m4.2xlarge	51	440884	19047	105	172268388	99
154	7	c4.2xlarge	17	569392	16510	105	97094502	108
155	8	c4.2xlarge	69	221512	17882	105	199999992	135
156	10	m4.2xlarge	96	84980	10605	105	185144047	87
157	11	m4.2xlarge	64	307982	19260	105	64843476	72
158	8	m4.2xlarge	96	698922	19260	105	190474011	104
159	9	c4.2xlarge	95	521468	19028	105	189708926	109
160	8	m4.2xlarge	74	439151	18619	105	121116555	118
161	12	m4.2xlarge	96	627753	15096	105	193711762	424
162	9	m4.2xlarge	17	38144	15571	105	199999824	86
163	11	m4.2xlarge	89	377901	19112	105	198510764	207
164	10	c4.2xlarge	48	282140	17185	1000	199999998	84
165	5	c4.2xlarge	95	646893	9530	105	118428725	130
166	4	c4.2xlarge	17	477790	9530	105	53879719	85
167	5	c4.2xlarge	96	481416	9530	105	126640707	108
168	12	m4.2xlarge	64	325963	15404	105	200000000	86
169	9	m4.2xlarge	96	455931	9530	105	200000000	165
170	11	m4.2xlarge	96	732000	18341	105	187043066	79
171	3	c4.2xlarge	63	351509	11352	105	180299688	86
172	12	m4.2xlarge	17	119926	9530	105	200000000	319
173	6	r4.2xlarge	92	391326	9530	105	119640555	182
174	2	m4.2xlarge	17	428900	15743	105	188975561	245
175	9	m4.2xlarge	96	251235	19260	1000	199999354	155
176	12	m4.2xlarge	83	153097	15588	1000	101910718	121
177	11	m4.2xlarge	69	332395	10113	105	189912101	305
178	5	c4.2xlarge	96	264151	9530	105	200000000	112
179	6	m4.2xlarge	60	219509	9530	105	10602784	99
180	11	m4.2xlarge	17	665240	10027	105	192198744	202
181	2	r4.2xlarge	96	389953	18388	105	166708587	186
182	10	r4.2xlarge	66	484742	9846	1000	71569883	81
183	4	c4.2xlarge	96	416073	18604	105	162261335	108
184	11	c4.2xlarge	92	48898	16899	105	86843386	139
185	11	m4.2xlarge	88	608194	14143	105	200000000	94
186	3	c4.2xlarge	96	584261	9530	105	187444871	141
187	9	m4.2xlarge	75	280587	9530	105	11333338	267
188	12	m4.2xlarge	63	356385	19260	105	183223745	471
189	9	c4.2xlarge	70	659091	19260	105	199999797	82
190	11	r4.2xlarge	96	232519	18332	105	199999790	94
191	11	m4.2xlarge	92	168964	18330	105	106355124	200
192	6	r4.2xlarge	89	567031	18259	105	10675523	150
193	4	c4.2xlarge	82	435037	9530	105	75159466	86
194	6	c4.2xlarge	96	421376	17505	105	153012209	91
195	10	m4.2xlarge	96	681003	18924	105	200000000	257
196	2	c4.2xlarge	96	580242	9530	105	109440801	239
197	10	c4.2xlarge	88	732000	9530	105	200000000	92
198	4	r4.2xlarge	17	598027	9530	105	200000000	80
199	4	c4.2xlarge	96	543957	14168	105	11272810	84
