	instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
72	2	r4.xlarge	16	61000	16245	5	147946735	3	283
73	10	r4.2xlarge	39	78579	15523	5	103380244	3	329
74	5	r4.2xlarge	30	124746	19513	5	155035137	3	164
75	10	m4.2xlarge	20	228277	19597	10	184257801	4	215
76	10	r4.2xlarge	71	103719	30500	5	106013907	3	244
77	11	r4.2xlarge	47	359266	13100	5	151875862	3	94
78	11	r4.2xlarge	25	222600	17527	5	100000000	5	260
79	10	r4.2xlarge	60	167649	16134	5	200000000	3	127
80	10	r4.2xlarge	45	177625	16136	5	165092311	3	221
81	9	r4.2xlarge	49	73779	16565	5	100000000	3	191
82	2	r4.2xlarge	71	701173	12343	14	123806861	9	173
83	10	r4.xlarge	36	193848	20280	5	153120349	3	243
84	11	r4.2xlarge	75	175868	17186	5	148307140	3	274
85	3	m4.2xlarge	29	575641	16186	5	107024187	3	528
86	8	r4.2xlarge	87	164344	17172	5	200000000	3	94
87	5	m4.2xlarge	45	214815	11586	5	149922808	3	299
88	10	r4.2xlarge	32	233963	16440	5	146782974	3	244
89	10	r4.2xlarge	96	61000	16065	5	150128101	3	97
90	4	r4.2xlarge	33	177322	20372	5	106160418	5	94
91	9	m4.2xlarge	94	304838	16445	9	145238352	3	126
92	8	m4.2xlarge	28	151227	30500	5	158419360	3	94
93	4	m4.2xlarge	31	732000	16513	5	200000000	3	205
94	2	r4.2xlarge	12	501612	11302	5	150612945	3	94
95	2	r4.xlarge	25	271003	16733	5	155032921	3	94
96	8	r4.2xlarge	84	61000	17027	5	148612587	5	985
97	5	r4.2xlarge	48	107223	20724	5	124920816	3	96
98	8	r4.2xlarge	73	71223	16093	15	149293857	3	1330
99	10	r4.2xlarge	20	61000	8522	5	148913854	5	349
100	9	m4.2xlarge	28	112258	15241	5	156988863	3	820
101	4	m4.2xlarge	28	185156	11488	5	146981537	3	94
102	4	m4.2xlarge	37	208101	13463	5	188919720	3	266
103	8	r4.2xlarge	29	732000	15118	5	116502486	3	212
104	11	r4.2xlarge	8	149162	30500	5	147613981	8	94
105	12	r4.2xlarge	76	160977	17505	5	142192124	4	123
106	10	m4.2xlarge	43	185342	13303	5	156302529	3	1105
107	10	m4.2xlarge	71	350907	15965	10	143669437	5	130
108	4	r4.2xlarge	23	61000	16956	5	124941359	7	94
109	10	r4.2xlarge	45	291340	9702	5	100000000	3	281
110	8	r4.2xlarge	57	278428	11113	5	148381301	3	181
111	4	m4.2xlarge	26	394714	21067	5	144390628	3	279
112	5	r4.2xlarge	29	429647	17126	5	151485664	5	157
113	4	m4.2xlarge	83	101845	17663	5	148951837	3	197
114	10	r4.xlarge	13	703492	16726	5	185108050	3	188
115	10	r4.2xlarge	35	542257	16136	5	153423790	3	94
116	10	r4.xlarge	26	129816	17215	5	149014007	3	375
117	10	r4.2xlarge	54	449273	16604	5	148268689	3	153
118	12	m4.2xlarge	34	122143	16223	5	153481060	3	247
119	11	r4.2xlarge	85	356129	16450	5	147267423	5	228
120	12	r4.2xlarge	17	364711	16600	11	100000000	3	174
121	11	r4.2xlarge	27	250418	30500	5	140561219	5	94
122	8	r4.2xlarge	8	632038	10938	5	151722330	3	195
123	3	r4.xlarge	58	662672	16851	5	150550378	3	274
124	4	m4.2xlarge	96	215837	16462	14	144938619	3	263
125	2	r4.xlarge	33	97917	16582	5	152125145	5	302
126	9	r4.2xlarge	12	382887	16850	5	147860133	3	717
127	5	r4.xlarge	43	143916	17039	6	145284613	7	305
128	5	r4.2xlarge	46	167092	17034	5	172657509	3	363
129	4	r4.2xlarge	32	103478	17343	10	152538365	3	1897
130	12	r4.xlarge	51	282787	19523	5	147443488	3	292
131	6	r4.2xlarge	30	101165	16119	5	125688966	3	94
132	11	r4.xlarge	15	113909	21673	5	147394888	3	94
133	10	r4.xlarge	51	111938	22150	5	152784383	9	94
134	7	r4.2xlarge	8	205310	16820	5	124119990	3	276
135	12	r4.2xlarge	48	374305	30500	5	145256295	5	153
136	8	m4.2xlarge	18	182244	18304	5	184712695	3	270
137	12	m4.2xlarge	44	318401	16402	5	200000000	3	628
138	5	r4.2xlarge	13	476589	16614	9	147629826	5	657
139	8	r4.2xlarge	23	209012	18339	11	144060550	3	335
140	3	m4.2xlarge	28	281759	17123	5	148760095	7	711
141	6	r4.xlarge	95	184283	13924	9	156056729	3	126
142	11	r4.2xlarge	45	333655	16259	9	101835126	3	156
143	6	m4.2xlarge	78	504078	12522	5	156583600	3	282
144	10	m4.2xlarge	44	732000	30500	5	100000000	7	368
145	3	r4.2xlarge	59	149087	30500	5	145898651	3	94
146	8	r4.2xlarge	23	201968	21032	9	153305219	5	321
147	10	r4.2xlarge	32	588286	29237	5	154277832	3	155
148	6	r4.2xlarge	40	290903	17192	5	146327294	3	173
149	8	r4.xlarge	42	160239	16292	5	190438824	3	287
150	8	r4.2xlarge	29	62821	20692	5	101622042	9	128
151	11	r4.2xlarge	23	245341	13094	5	156880258	3	304
152	12	r4.xlarge	48	407802	17221	5	152721005	3	376
153	11	r4.2xlarge	32	87630	30500	5	100000000	3	581
154	4	r4.2xlarge	26	210068	12957	10	150111866	3	135
155	10	r4.xlarge	77	85255	17316	5	105059531	4	179
156	7	r4.2xlarge	84	159471	18489	5	190949745	3	94
157	4	r4.2xlarge	27	61000	20347	5	146204601	3	2707
158	12	m4.2xlarge	80	372806	29284	5	151441504	3	94
159	9	r4.xlarge	31	91525	22520	5	200000000	7	704
160	10	m4.2xlarge	79	399368	17573	5	182092700	3	163
161	9	r4.2xlarge	82	273997	19840	5	122595736	3	94
162	2	m4.2xlarge	37	175164	17402	5	146958849	3	163
163	12	m4.2xlarge	81	459374	16929	5	143826858	3	1149
164	4	r4.xlarge	46	125973	11728	15	152165926	3	94
165	11	m4.2xlarge	28	490015	15469	5	156005817	3	313
166	12	r4.2xlarge	30	361043	16483	5	100000000	3	1000
167	12	r4.xlarge	35	684303	16666	14	177749262	9	188
168	6	m4.2xlarge	89	120414	9876	5	133001550	3	1294
169	4	r4.xlarge	33	668758	16367	5	131824551	3	301
170	11	r4.xlarge	36	382104	17328	5	128130951	9	364
171	12	r4.2xlarge	87	379114	16653	5	153066013	5	288
172	4	m4.2xlarge	93	228693	15950	5	200000000	3	188
173	4	r4.2xlarge	23	137669	21576	5	141917706	5	122
174	8	m4.2xlarge	21	298093	15881	5	122645263	3	236
175	11	m4.2xlarge	32	61000	19566	5	146401519	5	403
176	8	m4.2xlarge	27	233468	16130	5	180439144	3	169
177	9	r4.2xlarge	31	113150	22230	5	145962136	5	372
178	10	r4.2xlarge	41	164257	13545	5	153613069	5	94
179	4	m4.2xlarge	49	275660	19108	5	147337124	3	280
180	7	r4.xlarge	68	86763	17134	5	105664457	9	236
181	10	r4.2xlarge	75	76168	16810	5	100000000	4	1025
182	7	r4.xlarge	50	95912	16347	5	147463379	3	94
183	10	m4.2xlarge	44	382447	19747	5	155550124	3	140
184	7	r4.2xlarge	16	295541	16979	5	154338174	5	94
185	10	r4.xlarge	80	210008	17116	11	147934766	3	668
186	10	m4.2xlarge	48	295471	28380	10	149253553	3	279
187	12	m4.2xlarge	20	401322	10483	5	151842042	3	94
188	12	m4.2xlarge	40	332855	15663	5	147977122	4	263
189	9	r4.2xlarge	75	435064	16046	5	156374600	4	286
190	4	r4.2xlarge	33	171106	16716	5	127849972	4	590
191	12	m4.2xlarge	35	80227	15531	5	100000000	3	126
192	10	m4.2xlarge	32	199590	15525	5	101083012	3	252
193	2	r4.xlarge	31	526849	9704	5	156994184	7	248
194	8	r4.2xlarge	82	131174	12414	5	147446400	3	246
195	6	m4.2xlarge	31	105760	16774	5	200000000	3	1019
196	10	m4.2xlarge	35	80611	9379	10	148955829	3	350
197	2	r4.xlarge	75	77405	19203	5	123879700	5	291
198	4	r4.2xlarge	14	73242	17382	5	148423425	7	248
199	11	r4.2xlarge	28	105801	11124	5	101394905	3	140
