	instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
59	10	r4.2xlarge	80	604299	10213	5	100261964	3	142
60	2	r4.2xlarge	16	131673	19022	5	174549853	7	448
61	12	r4.2xlarge	96	726518	20685	5	100350716	7	235
62	10	r4.2xlarge	80	252156	16057	5	149887990	7	263
63	6	r4.2xlarge	48	368681	9858	5	100002398	3	156
64	4	r4.2xlarge	32	235154	15870	5	149985703	9	287
65	6	r4.2xlarge	48	363938	20936	5	100000000	9	289
66	8	r4.2xlarge	64	486950	10115	5	100210246	9	225
67	12	r4.2xlarge	96	731797	20877	5	100206757	5	136
68	10	r4.2xlarge	80	370322	18617	5	199980539	7	240
69	6	r4.2xlarge	48	364733	16137	5	149991047	9	280
70	10	r4.2xlarge	80	485718	16104	5	150143409	3	196
71	10	r4.2xlarge	80	610272	20864	5	199408304	5	309
72	10	r4.2xlarge	80	484739	18591	5	199861739	9	211
73	6	r4.2xlarge	48	367209	10430	5	100116657	7	297
74	10	r4.2xlarge	80	608736	21113	5	199727387	7	215
75	12	r4.2xlarge	96	612005	10533	5	100157769	7	163
76	12	r4.2xlarge	96	732000	15908	5	150006694	3	216
77	2	r4.2xlarge	16	122554	15687	5	150183216	3	984
78	10	r4.2xlarge	80	494100	16235	5	150221192	3	167
79	4	r4.2xlarge	32	246292	20811	5	149959754	3	367
80	12	r4.2xlarge	80	610763	16085	5	149869689	3	153
81	12	r4.2xlarge	96	730333	13339	5	124830186	3	142
82	10	r4.2xlarge	80	613553	20549	5	100117054	3	266
83	6	r4.2xlarge	48	364943	30276	15	100000000	5	161
84	4	r4.2xlarge	32	244217	20753	5	100017169	7	173
85	8	r4.2xlarge	64	487049	20759	5	100185014	9	153
86	2	r4.2xlarge	16	122098	15765	5	149957806	3	780
87	8	r4.2xlarge	64	486352	15987	5	150154940	3	261
88	12	r4.2xlarge	96	612294	20845	5	100063646	3	155
89	4	r4.2xlarge	32	241481	20680	5	100015183	9	395
90	12	r4.2xlarge	96	611760	15912	5	150278842	3	211
91	6	r4.2xlarge	48	363752	9983	5	149851600	3	191
92	8	r4.2xlarge	64	487310	15712	5	150016912	3	138
93	8	r4.2xlarge	64	486681	20814	5	100216945	9	272
94	4	r4.2xlarge	32	248138	19127	5	174849704	9	414
95	2	r4.2xlarge	15	107064	16170	5	150097130	3	4292
96	8	r4.2xlarge	48	362638	20785	5	200000000	5	144
97	2	r4.2xlarge	16	121119	13364	5	125080391	9	350
98	4	r4.2xlarge	32	247334	20913	5	199721428	9	426
99	6	r4.2xlarge	48	364721	11235	10	100094712	5	182
100	8	r4.2xlarge	64	485698	29991	15	100291170	5	245
101	8	r4.2xlarge	48	364889	20811	5	200000000	3	206
102	10	r4.2xlarge	96	617112	16081	5	149784369	3	222
103	6	r4.2xlarge	48	366775	20780	10	100105677	3	232
104	6	r4.2xlarge	48	368335	20656	5	174944042	7	298
105	8	r4.2xlarge	48	369996	20398	5	100215207	3	201
106	4	r4.2xlarge	32	238503	16106	5	149939356	3	689
107	8	r4.2xlarge	64	365582	12699	5	125044707	9	233
108	4	r4.2xlarge	32	248144	15941	5	149925997	5	397
109	8	r4.2xlarge	48	366194	16212	5	150052268	3	271
110	10	r4.2xlarge	80	615472	16215	5	150166335	3	246
111	8	r4.2xlarge	64	489150	15794	5	150201187	3	141
112	10	r4.2xlarge	80	605998	10705	5	100103468	3	222
113	8	r4.2xlarge	64	363277	15907	5	149806982	3	153
114	8	r4.2xlarge	64	491406	15622	5	149850315	3	143
115	8	r4.2xlarge	80	487015	20355	5	100000000	3	197
116	8	r4.2xlarge	32	246590	16259	5	150044381	3	243
117	10	r4.2xlarge	80	609299	10553	5	100054156	9	131
118	8	r4.2xlarge	64	484659	15892	5	149899399	3	266
119	8	r4.2xlarge	64	490984	9969	5	100009356	3	204
120	12	r4.2xlarge	96	730737	13152	5	100116205	9	164
121	6	r4.2xlarge	48	367429	20825	5	100118807	7	157
122	8	r4.2xlarge	64	489888	20782	5	199709238	9	238
123	6	r4.2xlarge	48	366984	18599	5	174636561	9	199
124	6	r4.2xlarge	48	367008	10970	5	100111122	5	325
125	8	r4.2xlarge	64	240662	20637	5	100257195	3	478
126	10	r4.2xlarge	80	609816	20849	5	100131204	9	195
127	8	r4.2xlarge	64	488873	21352	5	175162551	3	201
128	10	r4.2xlarge	80	610906	21177	5	199671582	7	243
129	10	r4.2xlarge	80	483690	15855	5	149774483	3	230
130	6	r4.2xlarge	16	127251	29192	10	100200419	7	219
131	12	r4.2xlarge	96	729825	20556	5	125166611	9	180
132	12	r4.2xlarge	96	725796	20825	5	100128519	7	164
133	2	r4.2xlarge	16	123181	13091	5	100170131	7	214
134	8	r4.2xlarge	64	486752	10913	5	100111143	7	234
135	12	r4.2xlarge	96	727979	20539	5	100371201	9	237
136	10	r4.2xlarge	80	608193	10552	5	100092161	9	176
137	6	r4.2xlarge	48	363545	10180	10	100039600	3	237
138	6	r4.2xlarge	48	366638	18333	5	174753323	5	249
139	6	r4.2xlarge	16	124017	16280	5	149943152	7	149
140	2	r4.2xlarge	16	117383	21334	5	174986664	7	3438
141	2	r4.2xlarge	16	118959	10258	5	100000000	3	1156
142	6	r4.2xlarge	48	367904	13260	5	125188820	9	290
143	6	r4.2xlarge	48	367312	10105	5	100184847	7	197
144	10	r4.2xlarge	80	606326	16311	5	174750325	3	194
145	6	r4.2xlarge	48	366644	21048	5	150082021	3	254
146	4	r4.2xlarge	32	247504	15704	5	149999546	3	505
147	8	r4.2xlarge	64	368231	16061	5	149982904	3	156
148	6	r4.2xlarge	48	362460	20734	5	100379385	9	272
149	8	r4.2xlarge	64	489423	20619	10	100092163	9	212
150	8	r4.2xlarge	64	367033	16317	5	100243200	3	129
151	4	r4.2xlarge	32	245717	15604	5	149940875	3	474
152	8	r4.2xlarge	64	488389	10011	5	100176106	7	214
153	2	r4.2xlarge	16	123092	12990	5	125064615	3	256
154	4	r4.2xlarge	32	241393	20680	5	100102918	7	432
155	6	r4.2xlarge	32	124306	15859	5	149768566	3	217
156	10	r4.2xlarge	80	245062	9750	5	100209658	9	165
157	8	r4.2xlarge	64	487384	10139	5	100143928	5	193
158	8	r4.2xlarge	48	364846	15936	5	149997682	3	97
159	12	r4.2xlarge	96	726929	20962	5	100010299	5	94
160	2	r4.2xlarge	16	114215	21247	5	100275429	3	273
161	2	r4.2xlarge	16	124708	12852	5	125344064	3	878
162	8	r4.2xlarge	64	488967	16271	5	100237861	3	134
163	10	r4.2xlarge	80	612413	20700	5	100331505	3	152
164	8	r4.2xlarge	48	368025	15851	5	150106359	3	195
165	4	r4.2xlarge	32	241370	20702	5	100059991	3	490
166	6	r4.2xlarge	16	120845	20880	5	174767810	7	229
167	8	r4.2xlarge	64	487402	20388	5	100067687	9	229
168	4	r4.2xlarge	32	246039	21038	5	100225334	3	335
169	4	r4.2xlarge	32	240229	9875	5	149961479	3	294
170	6	r4.2xlarge	48	365367	10452	5	100000000	3	258
171	4	r4.2xlarge	32	248307	21214	5	100107339	5	453
172	8	r4.2xlarge	48	361841	20924	5	174871412	5	213
173	6	r4.2xlarge	48	367016	16001	5	149949182	9	233
174	4	r4.2xlarge	32	245691	15795	5	150077746	9	452
175	12	r4.2xlarge	96	725452	21279	5	100167728	7	165
176	4	r4.2xlarge	32	248661	15810	5	150005481	3	307
177	6	r4.2xlarge	48	366582	20678	5	100158165	5	120
178	10	r4.2xlarge	80	610972	20915	5	100323688	9	215
179	10	r4.2xlarge	80	603559	15839	5	149931325	3	223
180	8	r4.2xlarge	64	488577	13221	5	125322123	3	238
181	4	r4.2xlarge	32	245099	13544	5	125142295	9	192
182	8	r4.2xlarge	64	362821	20477	10	100084835	3	263
183	8	r4.2xlarge	64	362955	20403	5	100101807	7	192
184	4	r4.2xlarge	32	246457	13132	5	125411414	9	277
185	10	r4.2xlarge	80	611835	20831	5	199665608	5	223
186	8	r4.2xlarge	64	490178	20994	5	100157877	3	237
187	4	r4.2xlarge	32	240861	21207	5	100248960	9	525
188	12	r4.2xlarge	96	732000	10555	5	100053083	3	225
189	2	r4.2xlarge	16	121647	20700	5	100116880	7	332
190	10	r4.2xlarge	48	369780	15946	5	100057062	9	277
191	2	r4.2xlarge	16	121498	15880	5	149822299	3	152
192	6	r4.2xlarge	48	361807	9989	5	100000000	7	286
193	10	r4.2xlarge	80	611039	20761	5	174809418	9	332
194	8	r4.2xlarge	64	488495	13430	5	125245442	9	208
195	8	r4.2xlarge	64	362891	15806	5	100000000	3	219
196	6	r4.2xlarge	48	364513	20765	5	100261435	9	257
197	4	r4.2xlarge	16	126320	15890	5	150093271	3	366
198	10	r4.2xlarge	80	603258	21090	5	199710857	7	141
199	8	r4.2xlarge	64	491070	16154	5	149881438	9	200
